# память GPU процесса org.flamti.vrge.probe (PID 31747), период 1 с
# unix_время	тип	total_KB	mapped_KB	count
1789398349.036971203	vk_image	628	628	4
1789398349.036971203	vk_program	212	212	3
1789398349.036971203	vk_queue	8264	8264	3
1789398350.066047920	any(0)	660	84	13
1789398350.066047920	command	32	32	2
1789398350.066047920	gl	128	128	2
1789398350.066047920	vk_any	1024	1024	16
1789398350.066047920	vk_cmdbuffer	3024	3024	140
1789398350.066047920	vk_descriptorpo	608	608	15
1789398350.066047920	vk_device	212	212	10
1789398350.066047920	vk_devicememory	560856	491520	8
1789398350.066047920	vk_image	628	628	4
1789398350.066047920	vk_program	212	212	3
1789398350.066047920	vk_queue	8264	8264	3
1789398351.097646200	any(0)	660	84	13
1789398351.097646200	command	32	32	2
1789398351.097646200	gl	128	128	2
1789398351.097646200	vk_any	1024	1024	16
1789398351.097646200	vk_cmdbuffer	3024	3024	140
1789398351.097646200	vk_descriptorpo	608	608	15
1789398351.097646200	vk_device	212	212	10
1789398351.097646200	vk_devicememory	560856	491520	8
1789398351.097646200	vk_image	628	628	4
1789398351.097646200	vk_program	212	212	3
1789398351.097646200	vk_queue	8264	8264	3
1789398352.125447917	any(0)	660	84	13
1789398352.125447917	command	32	32	2
1789398352.125447917	gl	128	128	2
1789398352.125447917	vk_any	1024	1024	16
1789398352.125447917	vk_cmdbuffer	3024	3024	140
1789398352.125447917	vk_descriptorpo	624	624	16
1789398352.125447917	vk_device	212	212	10
1789398352.125447917	vk_devicememory	560856	491520	8
1789398352.125447917	vk_image	628	628	4
1789398352.125447917	vk_program	212	212	3
1789398352.125447917	vk_queue	8264	8264	3
1789398353.150437654	any(0)	660	84	13
1789398353.150437654	command	32	32	2
1789398353.150437654	gl	128	128	2
1789398353.150437654	vk_any	1024	1024	16
1789398353.150437654	vk_cmdbuffer	3024	3024	140
1789398353.150437654	vk_descriptorpo	624	624	16
1789398353.150437654	vk_device	212	212	10
1789398353.150437654	vk_devicememory	560856	491520	8
1789398353.150437654	vk_image	628	628	4
1789398353.150437654	vk_program	212	212	3
1789398353.150437654	vk_queue	8264	8264	3
1789398354.174847496	any(0)	660	84	13
1789398354.174847496	command	32	32	2
1789398354.174847496	gl	128	128	2
1789398354.174847496	vk_any	1024	1024	16
1789398354.174847496	vk_cmdbuffer	3024	3024	140
1789398354.174847496	vk_descriptorpo	624	624	16
1789398354.174847496	vk_device	212	212	10
1789398354.174847496	vk_devicememory	560856	491520	8
1789398354.174847496	vk_image	628	628	4
1789398354.174847496	vk_program	212	212	3
1789398354.174847496	vk_queue	8264	8264	3
1789398355.199420775	any(0)	660	84	13
1789398355.199420775	command	32	32	2
1789398355.199420775	gl	128	128	2
1789398355.199420775	vk_any	960	960	15
1789398355.199420775	vk_cmdbuffer	3024	3024	140
1789398355.199420775	vk_descriptorpo	640	640	17
1789398355.199420775	vk_device	212	212	10
1789398355.199420775	vk_devicememory	560856	491520	8
1789398355.199420775	vk_image	628	628	4
1789398355.199420775	vk_program	212	212	3
1789398355.199420775	vk_queue	8264	8264	3
1789398356.229462128	any(0)	660	84	13
1789398356.229462128	command	32	32	2
1789398356.229462128	gl	128	128	2
1789398356.229462128	vk_any	1024	1024	16
1789398356.229462128	vk_cmdbuffer	3024	3024	140
1789398356.229462128	vk_descriptorpo	640	640	17
1789398356.229462128	vk_device	212	212	10
1789398356.229462128	vk_devicememory	560856	491520	8
1789398356.229462128	vk_image	628	628	4
1789398356.229462128	vk_program	212	212	3
1789398356.229462128	vk_queue	8264	8264	3
1789398357.257136866	any(0)	660	84	13
1789398357.257136866	command	32	32	2
1789398357.257136866	gl	128	128	2
1789398357.257136866	vk_any	1024	1024	16
1789398357.257136866	vk_cmdbuffer	3024	3024	140
1789398357.257136866	vk_descriptorpo	640	640	17
1789398357.257136866	vk_device	212	212	10
1789398357.257136866	vk_devicememory	560856	491520	8
1789398357.257136866	vk_image	628	628	4
1789398357.257136866	vk_program	212	212	3
1789398357.257136866	vk_queue	8264	8264	3
1789398358.279561655	any(0)	660	84	13
1789398358.279561655	command	32	32	2
1789398358.279561655	gl	128	128	2
1789398358.279561655	vk_any	960	960	15
1789398358.279561655	vk_cmdbuffer	3024	3024	140
1789398358.279561655	vk_descriptorpo	528	528	10
1789398358.279561655	vk_device	212	212	10
1789398358.279561655	vk_devicememory	560856	491520	8
1789398358.279561655	vk_image	628	628	4
1789398358.279561655	vk_program	212	212	3
1789398358.279561655	vk_queue	8264	8264	3
1789398359.301996340	any(0)	660	84	13
1789398359.301996340	command	32	32	2
1789398359.301996340	gl	128	128	2
1789398359.301996340	vk_any	1024	1024	16
1789398359.301996340	vk_cmdbuffer	3024	3024	140
1789398359.301996340	vk_descriptorpo	656	656	18
1789398359.301996340	vk_device	212	212	10
1789398359.301996340	vk_devicememory	560856	491520	8
1789398359.301996340	vk_image	628	628	4
1789398359.301996340	vk_program	212	212	3
1789398359.301996340	vk_queue	8264	8264	3
1789398360.327140817	any(0)	660	84	13
1789398360.327140817	command	32	32	2
1789398360.327140817	gl	128	128	2
1789398360.327140817	vk_any	1024	1024	16
1789398360.327140817	vk_cmdbuffer	3024	3024	140
1789398360.327140817	vk_descriptorpo	656	656	18
1789398360.327140817	vk_device	212	212	10
1789398360.327140817	vk_devicememory	560856	491520	8
1789398360.327140817	vk_image	628	628	4
1789398360.327140817	vk_program	212	212	3
1789398360.327140817	vk_queue	8264	8264	3
1789398361.351086909	any(0)	660	84	13
1789398361.351086909	command	32	32	2
1789398361.351086909	gl	128	128	2
1789398361.351086909	vk_any	1024	1024	16
1789398361.351086909	vk_cmdbuffer	3024	3024	140
1789398361.351086909	vk_descriptorpo	656	656	18
1789398361.351086909	vk_device	212	212	10
1789398361.351086909	vk_devicememory	560856	491520	8
1789398361.351086909	vk_image	628	628	4
1789398361.351086909	vk_program	212	212	3
1789398361.351086909	vk_queue	8264	8264	3
1789398362.378917636	any(0)	660	84	13
1789398362.378917636	command	32	32	2
1789398362.378917636	gl	128	128	2
1789398362.378917636	vk_any	1024	1024	16
1789398362.378917636	vk_cmdbuffer	3024	3024	140
1789398362.378917636	vk_descriptorpo	656	656	18
1789398362.378917636	vk_device	212	212	10
1789398362.378917636	vk_devicememory	560856	491520	8
1789398362.378917636	vk_image	628	628	4
1789398362.378917636	vk_program	212	212	3
1789398362.378917636	vk_queue	8264	8264	3
1789398363.408236176	any(0)	660	84	13
1789398363.408236176	command	32	32	2
1789398363.408236176	gl	128	128	2
1789398363.408236176	vk_any	1024	1024	16
1789398363.408236176	vk_cmdbuffer	3024	3024	140
1789398363.408236176	vk_descriptorpo	656	656	18
1789398363.408236176	vk_device	212	212	10
1789398363.408236176	vk_devicememory	560856	491520	8
1789398363.408236176	vk_image	628	628	4
1789398363.408236176	vk_program	212	212	3
1789398363.408236176	vk_queue	8264	8264	3
1789398364.440910862	any(0)	660	84	13
1789398364.440910862	command	32	32	2
1789398364.440910862	gl	128	128	2
1789398364.440910862	vk_any	1024	1024	16
1789398364.440910862	vk_cmdbuffer	3024	3024	140
1789398364.440910862	vk_descriptorpo	656	656	18
1789398364.440910862	vk_device	212	212	10
1789398364.440910862	vk_devicememory	560856	491520	8
1789398364.440910862	vk_image	628	628	4
1789398364.440910862	vk_program	212	212	3
1789398364.440910862	vk_queue	8264	8264	3
1789398365.469872580	any(0)	660	84	13
1789398365.469872580	command	32	32	2
1789398365.469872580	gl	128	128	2
1789398365.469872580	vk_any	1024	1024	16
1789398365.469872580	vk_cmdbuffer	3024	3024	140
1789398365.469872580	vk_descriptorpo	672	672	19
1789398365.469872580	vk_device	212	212	10
1789398365.469872580	vk_devicememory	560856	491520	8
1789398365.469872580	vk_image	628	628	4
1789398365.469872580	vk_program	212	212	3
1789398365.469872580	vk_queue	8264	8264	3
1789398366.493299556	any(0)	660	84	13
1789398366.493299556	command	32	32	2
1789398366.493299556	gl	128	128	2
1789398366.493299556	vk_any	1024	1024	16
1789398366.493299556	vk_cmdbuffer	3024	3024	140
1789398366.493299556	vk_descriptorpo	672	672	19
1789398366.493299556	vk_device	212	212	10
1789398366.493299556	vk_devicememory	560856	491520	8
1789398366.493299556	vk_image	628	628	4
1789398366.493299556	vk_program	212	212	3
1789398366.493299556	vk_queue	8264	8264	3
1789398367.524231899	any(0)	660	84	13
1789398367.524231899	command	32	32	2
1789398367.524231899	gl	128	128	2
1789398367.524231899	vk_any	1024	1024	16
1789398367.524231899	vk_cmdbuffer	3024	3024	140
1789398367.524231899	vk_descriptorpo	672	672	19
1789398367.524231899	vk_device	212	212	10
1789398367.524231899	vk_devicememory	560856	491520	8
1789398367.524231899	vk_image	628	628	4
1789398367.524231899	vk_program	212	212	3
1789398367.524231899	vk_queue	8264	8264	3
1789398368.547612782	any(0)	660	84	13
1789398368.547612782	command	32	32	2
1789398368.547612782	gl	128	128	2
1789398368.547612782	vk_any	1024	1024	16
1789398368.547612782	vk_cmdbuffer	3024	3024	140
1789398368.547612782	vk_descriptorpo	688	688	20
1789398368.547612782	vk_device	212	212	10
1789398368.547612782	vk_devicememory	560856	491520	8
1789398368.547612782	vk_image	628	628	4
1789398368.547612782	vk_program	212	212	3
1789398368.547612782	vk_queue	8264	8264	3
1789398369.569452103	any(0)	660	84	13
1789398369.569452103	command	32	32	2
1789398369.569452103	gl	128	128	2
1789398369.569452103	vk_any	1024	1024	16
1789398369.569452103	vk_cmdbuffer	3024	3024	140
1789398369.569452103	vk_descriptorpo	688	688	20
1789398369.569452103	vk_device	212	212	10
1789398369.569452103	vk_devicememory	560856	491520	8
1789398369.569452103	vk_image	628	628	4
1789398369.569452103	vk_program	212	212	3
1789398369.569452103	vk_queue	8264	8264	3
1789398370.596804132	any(0)	660	84	13
1789398370.596804132	command	32	32	2
1789398370.596804132	gl	128	128	2
1789398370.596804132	vk_any	1024	1024	16
1789398370.596804132	vk_cmdbuffer	3024	3024	140
1789398370.596804132	vk_descriptorpo	688	688	20
1789398370.596804132	vk_device	212	212	10
1789398370.596804132	vk_devicememory	560856	491520	8
1789398370.596804132	vk_image	628	628	4
1789398370.596804132	vk_program	212	212	3
1789398370.596804132	vk_queue	8264	8264	3
1789398371.622416057	any(0)	660	84	13
1789398371.622416057	command	32	32	2
1789398371.622416057	gl	128	128	2
1789398371.622416057	vk_any	1024	1024	16
1789398371.622416057	vk_cmdbuffer	3024	3024	140
1789398371.622416057	vk_descriptorpo	704	704	21
1789398371.622416057	vk_device	212	212	10
1789398371.622416057	vk_devicememory	560856	491520	8
1789398371.622416057	vk_image	628	628	4
1789398371.622416057	vk_program	212	212	3
1789398371.622416057	vk_queue	8264	8264	3
1789398372.642607461	any(0)	660	84	13
1789398372.642607461	command	32	32	2
1789398372.642607461	gl	128	128	2
1789398372.642607461	vk_any	1024	1024	16
1789398372.642607461	vk_cmdbuffer	3024	3024	140
1789398372.642607461	vk_descriptorpo	704	704	21
1789398372.642607461	vk_device	212	212	10
1789398372.642607461	vk_devicememory	560856	491520	8
1789398372.642607461	vk_image	628	628	4
1789398372.642607461	vk_program	212	212	3
1789398372.642607461	vk_queue	8264	8264	3
1789398373.668238605	any(0)	660	84	13
1789398373.668238605	command	32	32	2
1789398373.668238605	gl	128	128	2
1789398373.668238605	vk_any	1024	1024	16
1789398373.668238605	vk_cmdbuffer	3024	3024	140
1789398373.668238605	vk_descriptorpo	704	704	21
1789398373.668238605	vk_device	212	212	10
1789398373.668238605	vk_devicememory	560856	491520	8
1789398373.668238605	vk_image	628	628	4
1789398373.668238605	vk_program	212	212	3
1789398373.668238605	vk_queue	8264	8264	3
1789398374.692498811	any(0)	660	84	13
1789398374.692498811	command	32	32	2
1789398374.692498811	gl	128	128	2
1789398374.692498811	vk_any	1024	1024	16
1789398374.692498811	vk_cmdbuffer	3024	3024	140
1789398374.692498811	vk_descriptorpo	704	704	21
1789398374.692498811	vk_device	212	212	10
1789398374.692498811	vk_devicememory	560856	491520	8
1789398374.692498811	vk_image	628	628	4
1789398374.692498811	vk_program	212	212	3
1789398374.692498811	vk_queue	8264	8264	3
1789398375.723522768	any(0)	660	84	13
1789398375.723522768	command	32	32	2
1789398375.723522768	gl	128	128	2
1789398375.723522768	vk_any	1024	1024	16
1789398375.723522768	vk_cmdbuffer	3024	3024	140
1789398375.723522768	vk_descriptorpo	704	704	21
1789398375.723522768	vk_device	212	212	10
1789398375.723522768	vk_devicememory	560856	491520	8
1789398375.723522768	vk_image	628	628	4
1789398375.723522768	vk_program	212	212	3
1789398375.723522768	vk_queue	8264	8264	3
1789398376.747041307	any(0)	660	84	13
1789398376.747041307	command	32	32	2
1789398376.747041307	gl	128	128	2
1789398376.747041307	vk_any	1024	1024	16
1789398376.747041307	vk_cmdbuffer	3024	3024	140
1789398376.747041307	vk_descriptorpo	704	704	21
1789398376.747041307	vk_device	212	212	10
1789398376.747041307	vk_devicememory	560856	491520	8
1789398376.747041307	vk_image	628	628	4
1789398376.747041307	vk_program	212	212	3
1789398376.747041307	vk_queue	8264	8264	3
1789398377.770468857	any(0)	660	84	13
1789398377.770468857	command	32	32	2
1789398377.770468857	gl	128	128	2
1789398377.770468857	vk_any	1024	1024	16
1789398377.770468857	vk_cmdbuffer	3024	3024	140
1789398377.770468857	vk_descriptorpo	720	720	22
1789398377.770468857	vk_device	212	212	10
1789398377.770468857	vk_devicememory	560856	491520	8
1789398377.770468857	vk_image	628	628	4
1789398377.770468857	vk_program	212	212	3
1789398377.770468857	vk_queue	8264	8264	3
1789398378.798481720	any(0)	660	84	13
1789398378.798481720	command	32	32	2
1789398378.798481720	gl	128	128	2
1789398378.798481720	vk_any	1024	1024	16
1789398378.798481720	vk_cmdbuffer	3024	3024	140
1789398378.798481720	vk_descriptorpo	720	720	22
1789398378.798481720	vk_device	212	212	10
1789398378.798481720	vk_devicememory	560856	491520	8
1789398378.798481720	vk_image	628	628	4
1789398378.798481720	vk_program	212	212	3
1789398378.798481720	vk_queue	8264	8264	3
1789398379.824797968	any(0)	660	84	13
1789398379.824797968	command	32	32	2
1789398379.824797968	gl	128	128	2
1789398379.824797968	vk_any	1024	1024	16
1789398379.824797968	vk_cmdbuffer	3024	3024	140
1789398379.824797968	vk_descriptorpo	720	720	22
1789398379.824797968	vk_device	212	212	10
1789398379.824797968	vk_devicememory	560856	491520	8
1789398379.824797968	vk_image	628	628	4
1789398379.824797968	vk_program	212	212	3
1789398379.824797968	vk_queue	8264	8264	3
1789398380.851267549	any(0)	660	84	13
1789398380.851267549	command	32	32	2
1789398380.851267549	gl	128	128	2
1789398380.851267549	vk_any	1024	1024	16
1789398380.851267549	vk_cmdbuffer	3024	3024	140
1789398380.851267549	vk_descriptorpo	736	736	23
1789398380.851267549	vk_device	212	212	10
1789398380.851267549	vk_devicememory	560856	491520	8
1789398380.851267549	vk_image	628	628	4
1789398380.851267549	vk_program	212	212	3
1789398380.851267549	vk_queue	8264	8264	3
1789398381.871951870	any(0)	660	84	13
1789398381.871951870	command	32	32	2
1789398381.871951870	gl	128	128	2
1789398381.871951870	vk_any	1024	1024	16
1789398381.871951870	vk_cmdbuffer	3024	3024	140
1789398381.871951870	vk_descriptorpo	736	736	23
1789398381.871951870	vk_device	212	212	10
1789398381.871951870	vk_devicememory	560856	491520	8
1789398381.871951870	vk_image	628	628	4
1789398381.871951870	vk_program	212	212	3
1789398381.871951870	vk_queue	8264	8264	3
1789398382.895042753	any(0)	660	84	13
1789398382.895042753	command	32	32	2
1789398382.895042753	gl	128	128	2
1789398382.895042753	vk_any	1024	1024	16
1789398382.895042753	vk_cmdbuffer	3024	3024	140
1789398382.895042753	vk_descriptorpo	736	736	23
1789398382.895042753	vk_device	212	212	10
1789398382.895042753	vk_devicememory	560856	491520	8
1789398382.895042753	vk_image	628	628	4
1789398382.895042753	vk_program	212	212	3
1789398382.895042753	vk_queue	8264	8264	3
1789398383.919047594	any(0)	660	84	13
1789398383.919047594	command	32	32	2
1789398383.919047594	gl	128	128	2
1789398383.919047594	vk_any	1024	1024	16
1789398383.919047594	vk_cmdbuffer	3024	3024	140
1789398383.919047594	vk_descriptorpo	768	768	25
1789398383.919047594	vk_device	212	212	10
1789398383.919047594	vk_devicememory	560856	491520	8
1789398383.919047594	vk_image	628	628	4
1789398383.919047594	vk_program	212	212	3
1789398383.919047594	vk_queue	8264	8264	3
1789398384.942996290	any(0)	660	84	13
1789398384.942996290	command	32	32	2
1789398384.942996290	gl	128	128	2
1789398384.942996290	vk_any	1024	1024	16
1789398384.942996290	vk_cmdbuffer	3024	3024	140
1789398384.942996290	vk_descriptorpo	768	768	25
1789398384.942996290	vk_device	212	212	10
1789398384.942996290	vk_devicememory	560856	491520	8
1789398384.942996290	vk_image	628	628	4
1789398384.942996290	vk_program	212	212	3
1789398384.942996290	vk_queue	8264	8264	3
1789398385.970877643	any(0)	660	84	13
1789398385.970877643	command	32	32	2
1789398385.970877643	gl	128	128	2
1789398385.970877643	vk_any	1024	1024	16
1789398385.970877643	vk_cmdbuffer	3024	3024	140
1789398385.970877643	vk_descriptorpo	768	768	25
1789398385.970877643	vk_device	212	212	10
1789398385.970877643	vk_devicememory	560856	491520	8
1789398385.970877643	vk_image	628	628	4
1789398385.970877643	vk_program	212	212	3
1789398385.970877643	vk_queue	8264	8264	3
1789398386.993198890	any(0)	660	84	13
1789398386.993198890	command	32	32	2
1789398386.993198890	gl	128	128	2
1789398386.993198890	vk_any	1024	1024	16
1789398386.993198890	vk_cmdbuffer	3024	3024	140
1789398386.993198890	vk_descriptorpo	784	784	26
1789398386.993198890	vk_device	212	212	10
1789398386.993198890	vk_devicememory	560856	491520	8
1789398386.993198890	vk_image	628	628	4
1789398386.993198890	vk_program	212	212	3
1789398386.993198890	vk_queue	8264	8264	3
1789398388.018168836	any(0)	660	84	13
1789398388.018168836	command	32	32	2
1789398388.018168836	gl	128	128	2
1789398388.018168836	vk_any	1024	1024	16
1789398388.018168836	vk_cmdbuffer	3024	3024	140
1789398388.018168836	vk_descriptorpo	784	784	26
1789398388.018168836	vk_device	212	212	10
1789398388.018168836	vk_devicememory	560856	491520	8
1789398388.018168836	vk_image	628	628	4
1789398388.018168836	vk_program	212	212	3
1789398388.018168836	vk_queue	8264	8264	3
1789398389.044918001	any(0)	660	84	13
1789398389.044918001	command	32	32	2
1789398389.044918001	gl	128	128	2
1789398389.044918001	vk_any	1024	1024	16
1789398389.044918001	vk_cmdbuffer	3024	3024	140
1789398389.044918001	vk_descriptorpo	784	784	26
1789398389.044918001	vk_device	212	212	10
1789398389.044918001	vk_devicememory	560856	491520	8
1789398389.044918001	vk_image	628	628	4
1789398389.044918001	vk_program	212	212	3
1789398389.044918001	vk_queue	8264	8264	3
1789398390.068666957	any(0)	660	84	13
1789398390.068666957	command	32	32	2
1789398390.068666957	gl	128	128	2
1789398390.068666957	vk_any	1024	1024	16
1789398390.068666957	vk_cmdbuffer	3024	3024	140
1789398390.068666957	vk_descriptorpo	832	832	29
1789398390.068666957	vk_device	212	212	10
1789398390.068666957	vk_devicememory	560856	491520	8
1789398390.068666957	vk_image	628	628	4
1789398390.068666957	vk_program	212	212	3
1789398390.068666957	vk_queue	8264	8264	3
1789398391.091520965	any(0)	660	84	13
1789398391.091520965	command	32	32	2
1789398391.091520965	gl	128	128	2
1789398391.091520965	vk_any	1024	1024	16
1789398391.091520965	vk_cmdbuffer	3024	3024	140
1789398391.091520965	vk_descriptorpo	832	832	29
1789398391.091520965	vk_device	212	212	10
1789398391.091520965	vk_devicememory	560856	491520	8
1789398391.091520965	vk_image	628	628	4
1789398391.091520965	vk_program	212	212	3
1789398391.091520965	vk_queue	8264	8264	3
1789398392.116412265	any(0)	660	84	13
1789398392.116412265	command	32	32	2
1789398392.116412265	gl	128	128	2
1789398392.116412265	vk_any	1024	1024	16
1789398392.116412265	vk_cmdbuffer	3024	3024	140
1789398392.116412265	vk_descriptorpo	832	832	29
1789398392.116412265	vk_device	212	212	10
1789398392.116412265	vk_devicememory	560856	491520	8
1789398392.116412265	vk_image	628	628	4
1789398392.116412265	vk_program	212	212	3
1789398392.116412265	vk_queue	8264	8264	3
1789398393.144260024	any(0)	660	84	13
1789398393.144260024	command	32	32	2
1789398393.144260024	gl	128	128	2
1789398393.144260024	vk_any	1024	1024	16
1789398393.144260024	vk_cmdbuffer	3024	3024	140
1789398393.144260024	vk_descriptorpo	928	928	35
1789398393.144260024	vk_device	212	212	10
1789398393.144260024	vk_devicememory	560856	491520	8
1789398393.144260024	vk_image	628	628	4
1789398393.144260024	vk_program	212	212	3
1789398393.144260024	vk_queue	8264	8264	3
1789398394.168218251	any(0)	660	84	13
1789398394.168218251	command	32	32	2
1789398394.168218251	gl	128	128	2
1789398394.168218251	vk_any	1024	1024	16
1789398394.168218251	vk_cmdbuffer	3024	3024	140
1789398394.168218251	vk_descriptorpo	928	928	35
1789398394.168218251	vk_device	212	212	10
1789398394.168218251	vk_devicememory	560856	491520	8
1789398394.168218251	vk_image	628	628	4
1789398394.168218251	vk_program	212	212	3
1789398394.168218251	vk_queue	8264	8264	3
1789398395.192746478	any(0)	660	84	13
1789398395.192746478	command	32	32	2
1789398395.192746478	gl	128	128	2
1789398395.192746478	vk_any	1024	1024	16
1789398395.192746478	vk_cmdbuffer	3024	3024	140
1789398395.192746478	vk_descriptorpo	928	928	35
1789398395.192746478	vk_device	212	212	10
1789398395.192746478	vk_devicememory	560856	491520	8
1789398395.192746478	vk_image	628	628	4
1789398395.192746478	vk_program	212	212	3
1789398395.192746478	vk_queue	8264	8264	3
1789398396.217073247	any(0)	660	84	13
1789398396.217073247	command	32	32	2
1789398396.217073247	gl	128	128	2
1789398396.217073247	vk_any	960	960	15
1789398396.217073247	vk_cmdbuffer	3024	3024	140
1789398396.217073247	vk_descriptorpo	528	528	10
1789398396.217073247	vk_device	212	212	10
1789398396.217073247	vk_devicememory	560856	491520	8
1789398396.217073247	vk_image	628	628	4
1789398396.217073247	vk_program	212	212	3
1789398396.217073247	vk_queue	8264	8264	3
1789398397.241280432	any(0)	660	84	13
1789398397.241280432	command	32	32	2
1789398397.241280432	gl	128	128	2
1789398397.241280432	vk_any	960	960	15
1789398397.241280432	vk_cmdbuffer	3024	3024	140
1789398397.241280432	vk_descriptorpo	528	528	10
1789398397.241280432	vk_device	212	212	10
1789398397.241280432	vk_devicememory	560856	491520	8
1789398397.241280432	vk_image	628	628	4
1789398397.241280432	vk_program	212	212	3
1789398397.241280432	vk_queue	8264	8264	3
1789398398.265725951	any(0)	660	84	13
1789398398.265725951	command	32	32	2
1789398398.265725951	gl	128	128	2
1789398398.265725951	vk_any	960	960	15
1789398398.265725951	vk_cmdbuffer	3024	3024	140
1789398398.265725951	vk_descriptorpo	528	528	10
1789398398.265725951	vk_device	212	212	10
1789398398.265725951	vk_devicememory	560856	491520	8
1789398398.265725951	vk_image	628	628	4
1789398398.265725951	vk_program	212	212	3
1789398398.265725951	vk_queue	8264	8264	3
1789398399.293974855	any(0)	660	84	13
1789398399.293974855	command	32	32	2
1789398399.293974855	gl	128	128	2
1789398399.293974855	vk_any	960	960	15
1789398399.293974855	vk_cmdbuffer	3024	3024	140
1789398399.293974855	vk_descriptorpo	528	528	10
1789398399.293974855	vk_device	212	212	10
1789398399.293974855	vk_devicememory	560856	491520	8
1789398399.293974855	vk_image	628	628	4
1789398399.293974855	vk_program	212	212	3
1789398399.293974855	vk_queue	8264	8264	3
1789398400.315643863	any(0)	660	84	13
1789398400.315643863	command	32	32	2
1789398400.315643863	gl	128	128	2
1789398400.315643863	vk_any	1024	1024	16
1789398400.315643863	vk_cmdbuffer	3144	3144	155
1789398400.315643863	vk_descriptorpo	928	928	35
1789398400.315643863	vk_device	212	212	10
1789398400.315643863	vk_devicememory	560856	491520	8
1789398400.315643863	vk_image	628	628	4
1789398400.315643863	vk_program	212	212	3
1789398400.315643863	vk_queue	8264	8264	3
1789398401.342761726	any(0)	660	84	13
1789398401.342761726	command	32	32	2
1789398401.342761726	gl	128	128	2
1789398401.342761726	vk_any	1024	1024	16
1789398401.342761726	vk_cmdbuffer	3144	3144	155
1789398401.342761726	vk_descriptorpo	928	928	35
1789398401.342761726	vk_device	212	212	10
1789398401.342761726	vk_devicememory	560856	491520	8
1789398401.342761726	vk_image	628	628	4
1789398401.342761726	vk_program	212	212	3
1789398401.342761726	vk_queue	8264	8264	3
1789398402.368026516	any(0)	660	84	13
1789398402.368026516	command	32	32	2
1789398402.368026516	gl	128	128	2
1789398402.368026516	vk_any	1024	1024	16
1789398402.368026516	vk_cmdbuffer	3144	3144	155
1789398402.368026516	vk_descriptorpo	928	928	35
1789398402.368026516	vk_device	212	212	10
1789398402.368026516	vk_devicememory	560856	491520	8
1789398402.368026516	vk_image	628	628	4
1789398402.368026516	vk_program	212	212	3
1789398402.368026516	vk_queue	8264	8264	3
1789398403.396366670	any(0)	660	84	13
1789398403.396366670	command	32	32	2
1789398403.396366670	gl	128	128	2
1789398403.396366670	vk_any	960	960	15
1789398403.396366670	vk_cmdbuffer	3144	3144	155
1789398403.396366670	vk_descriptorpo	528	528	10
1789398403.396366670	vk_device	212	212	10
1789398403.396366670	vk_devicememory	560856	491520	8
1789398403.396366670	vk_image	628	628	4
1789398403.396366670	vk_program	212	212	3
1789398403.396366670	vk_queue	8264	8264	3
1789398404.420798283	any(0)	660	84	13
1789398404.420798283	command	32	32	2
1789398404.420798283	gl	128	128	2
1789398404.420798283	vk_any	1024	1024	16
1789398404.420798283	vk_cmdbuffer	3144	3144	155
1789398404.420798283	vk_descriptorpo	832	832	29
1789398404.420798283	vk_device	212	212	10
1789398404.420798283	vk_devicememory	560856	491520	8
1789398404.420798283	vk_image	628	628	4
1789398404.420798283	vk_program	212	212	3
1789398404.420798283	vk_queue	8264	8264	3
1789398405.444502864	any(0)	660	84	13
1789398405.444502864	command	32	32	2
1789398405.444502864	gl	128	128	2
1789398405.444502864	vk_any	1024	1024	16
1789398405.444502864	vk_cmdbuffer	3144	3144	155
1789398405.444502864	vk_descriptorpo	832	832	29
1789398405.444502864	vk_device	212	212	10
1789398405.444502864	vk_devicememory	560856	491520	8
1789398405.444502864	vk_image	628	628	4
1789398405.444502864	vk_program	212	212	3
1789398405.444502864	vk_queue	8264	8264	3
1789398406.473036300	any(0)	660	84	13
1789398406.473036300	command	32	32	2
1789398406.473036300	gl	128	128	2
1789398406.473036300	vk_any	960	960	15
1789398406.473036300	vk_cmdbuffer	3144	3144	155
1789398406.473036300	vk_descriptorpo	528	528	10
1789398406.473036300	vk_device	212	212	10
1789398406.473036300	vk_devicememory	560856	491520	8
1789398406.473036300	vk_image	628	628	4
1789398406.473036300	vk_program	212	212	3
1789398406.473036300	vk_queue	8264	8264	3
1789398407.497693954	any(0)	660	84	13
1789398407.497693954	command	32	32	2
1789398407.497693954	gl	128	128	2
1789398407.497693954	vk_any	1024	1024	16
1789398407.497693954	vk_cmdbuffer	3144	3144	155
1789398407.497693954	vk_descriptorpo	784	784	26
1789398407.497693954	vk_device	212	212	10
1789398407.497693954	vk_devicememory	560856	491520	8
1789398407.497693954	vk_image	628	628	4
1789398407.497693954	vk_program	212	212	3
1789398407.497693954	vk_queue	8264	8264	3
1789398408.522131920	any(0)	660	84	13
1789398408.522131920	command	32	32	2
1789398408.522131920	gl	128	128	2
1789398408.522131920	vk_any	1024	1024	16
1789398408.522131920	vk_cmdbuffer	3144	3144	155
1789398408.522131920	vk_descriptorpo	784	784	26
1789398408.522131920	vk_device	212	212	10
1789398408.522131920	vk_devicememory	560856	491520	8
1789398408.522131920	vk_image	628	628	4
1789398408.522131920	vk_program	212	212	3
1789398408.522131920	vk_queue	8264	8264	3
1789398409.546268325	any(0)	660	84	13
1789398409.546268325	command	32	32	2
1789398409.546268325	gl	128	128	2
1789398409.546268325	vk_any	1024	1024	16
