# память GPU процесса org.flamti.vrge.probe (PID 31747), период 1 с
# unix_время	тип	total_KB	mapped_KB	count
1789398469.010345707	vk_queue	8264	8264	3
1789398470.035253257	any(0)	660	84	13
1789398470.035253257	command	32	32	2
1789398470.035253257	gl	128	128	2
1789398470.035253257	vk_any	1024	1024	16
1789398470.035253257	vk_cmdbuffer	3144	3144	155
1789398470.035253257	vk_descriptorpo	784	784	26
1789398470.035253257	vk_device	212	212	10
1789398470.035253257	vk_devicememory	560856	491520	8
1789398470.035253257	vk_image	224	224	3
1789398470.035253257	vk_program	212	212	3
1789398470.035253257	vk_queue	8264	8264	3
1789398471.059332057	any(0)	660	84	13
1789398471.059332057	command	32	32	2
1789398471.059332057	gl	128	128	2
1789398471.059332057	vk_any	1024	1024	16
1789398471.059332057	vk_cmdbuffer	3144	3144	155
1789398471.059332057	vk_descriptorpo	768	768	25
1789398471.059332057	vk_device	212	212	10
1789398471.059332057	vk_devicememory	560856	491520	8
1789398471.059332057	vk_image	224	224	3
1789398471.059332057	vk_program	212	212	3
1789398471.059332057	vk_queue	8264	8264	3
1789398472.085321898	any(0)	660	84	13
1789398472.085321898	command	32	32	2
1789398472.085321898	gl	128	128	2
1789398472.085321898	vk_any	1024	1024	16
1789398472.085321898	vk_cmdbuffer	3144	3144	155
1789398472.085321898	vk_descriptorpo	768	768	25
1789398472.085321898	vk_device	212	212	10
1789398472.085321898	vk_devicememory	560856	491520	8
1789398472.085321898	vk_image	224	224	3
1789398472.085321898	vk_program	212	212	3
1789398472.085321898	vk_queue	8264	8264	3
1789398473.106280958	any(0)	660	84	13
1789398473.106280958	command	32	32	2
1789398473.106280958	gl	128	128	2
1789398473.106280958	vk_any	1024	1024	16
1789398473.106280958	vk_cmdbuffer	3144	3144	155
1789398473.106280958	vk_descriptorpo	768	768	25
1789398473.106280958	vk_device	212	212	10
1789398473.106280958	vk_devicememory	560856	491520	8
1789398473.106280958	vk_image	224	224	3
1789398473.106280958	vk_program	212	212	3
1789398473.106280958	vk_queue	8264	8264	3
1789398474.130203300	any(0)	660	84	13
1789398474.130203300	command	32	32	2
1789398474.130203300	gl	128	128	2
1789398474.130203300	vk_any	1024	1024	16
1789398474.130203300	vk_cmdbuffer	3144	3144	155
1789398474.130203300	vk_descriptorpo	736	736	23
1789398474.130203300	vk_device	212	212	10
1789398474.130203300	vk_devicememory	560856	491520	8
1789398474.130203300	vk_image	224	224	3
1789398474.130203300	vk_program	212	212	3
1789398474.130203300	vk_queue	8264	8264	3
1789398475.155456423	any(0)	660	84	13
1789398475.155456423	command	32	32	2
1789398475.155456423	gl	128	128	2
1789398475.155456423	vk_any	1024	1024	16
1789398475.155456423	vk_cmdbuffer	3144	3144	155
1789398475.155456423	vk_descriptorpo	736	736	23
1789398475.155456423	vk_device	212	212	10
1789398475.155456423	vk_devicememory	560856	491520	8
1789398475.155456423	vk_image	224	224	3
1789398475.155456423	vk_program	212	212	3
1789398475.155456423	vk_queue	8264	8264	3
1789398476.181330379	any(0)	660	84	13
1789398476.181330379	command	32	32	2
1789398476.181330379	gl	128	128	2
1789398476.181330379	vk_any	1024	1024	16
1789398476.181330379	vk_cmdbuffer	3144	3144	155
1789398476.181330379	vk_descriptorpo	736	736	23
1789398476.181330379	vk_device	212	212	10
1789398476.181330379	vk_devicememory	560856	491520	8
1789398476.181330379	vk_image	224	224	3
1789398476.181330379	vk_program	212	212	3
1789398476.181330379	vk_queue	8264	8264	3
1789398477.205815221	any(0)	660	84	13
1789398477.205815221	command	32	32	2
1789398477.205815221	gl	128	128	2
1789398477.205815221	vk_any	1024	1024	16
1789398477.205815221	vk_cmdbuffer	3144	3144	155
1789398477.205815221	vk_descriptorpo	720	720	22
1789398477.205815221	vk_device	212	212	10
1789398477.205815221	vk_devicememory	560856	491520	8
1789398477.205815221	vk_image	224	224	3
1789398477.205815221	vk_program	212	212	3
1789398477.205815221	vk_queue	8264	8264	3
1789398478.228253448	any(0)	660	84	13
1789398478.228253448	command	32	32	2
1789398478.228253448	gl	128	128	2
1789398478.228253448	vk_any	1024	1024	16
1789398478.228253448	vk_cmdbuffer	3144	3144	155
1789398478.228253448	vk_descriptorpo	720	720	22
1789398478.228253448	vk_device	212	212	10
1789398478.228253448	vk_devicememory	560856	491520	8
1789398478.228253448	vk_image	224	224	3
1789398478.228253448	vk_program	212	212	3
1789398478.228253448	vk_queue	8264	8264	3
1789398479.252211623	any(0)	660	84	13
1789398479.252211623	command	32	32	2
1789398479.252211623	gl	128	128	2
1789398479.252211623	vk_any	1024	1024	16
1789398479.252211623	vk_cmdbuffer	3144	3144	155
1789398479.252211623	vk_descriptorpo	720	720	22
1789398479.252211623	vk_device	212	212	10
1789398479.252211623	vk_devicememory	560856	491520	8
1789398479.252211623	vk_image	224	224	3
1789398479.252211623	vk_program	212	212	3
1789398479.252211623	vk_queue	8264	8264	3
1789398480.277654277	any(0)	660	84	13
1789398480.277654277	command	32	32	2
1789398480.277654277	gl	128	128	2
1789398480.277654277	vk_any	1024	1024	16
1789398480.277654277	vk_cmdbuffer	3144	3144	155
1789398480.277654277	vk_descriptorpo	704	704	21
1789398480.277654277	vk_device	212	212	10
1789398480.277654277	vk_devicememory	560856	491520	8
1789398480.277654277	vk_image	224	224	3
1789398480.277654277	vk_program	212	212	3
1789398480.277654277	vk_queue	8264	8264	3
1789398481.302659119	any(0)	660	84	13
1789398481.302659119	command	32	32	2
1789398481.302659119	gl	128	128	2
1789398481.302659119	vk_any	1024	1024	16
1789398481.302659119	vk_cmdbuffer	3144	3144	155
1789398481.302659119	vk_descriptorpo	704	704	21
1789398481.302659119	vk_device	212	212	10
1789398481.302659119	vk_devicememory	560856	491520	8
1789398481.302659119	vk_image	224	224	3
1789398481.302659119	vk_program	212	212	3
1789398481.302659119	vk_queue	8264	8264	3
1789398482.327035210	any(0)	660	84	13
1789398482.327035210	command	32	32	2
1789398482.327035210	gl	128	128	2
1789398482.327035210	vk_any	1024	1024	16
1789398482.327035210	vk_cmdbuffer	3144	3144	155
1789398482.327035210	vk_descriptorpo	704	704	21
1789398482.327035210	vk_device	212	212	10
1789398482.327035210	vk_devicememory	560856	491520	8
1789398482.327035210	vk_image	224	224	3
1789398482.327035210	vk_program	212	212	3
1789398482.327035210	vk_queue	8264	8264	3
1789398483.352985104	any(0)	660	84	13
1789398483.352985104	command	32	32	2
1789398483.352985104	gl	128	128	2
1789398483.352985104	vk_any	1024	1024	16
1789398483.352985104	vk_cmdbuffer	3144	3144	155
1789398483.352985104	vk_descriptorpo	704	704	21
1789398483.352985104	vk_device	212	212	10
1789398483.352985104	vk_devicememory	560856	491520	8
1789398483.352985104	vk_image	224	224	3
1789398483.352985104	vk_program	212	212	3
1789398483.352985104	vk_queue	8264	8264	3
1789398484.381667707	any(0)	660	84	13
1789398484.381667707	command	32	32	2
1789398484.381667707	gl	128	128	2
1789398484.381667707	vk_any	1024	1024	16
1789398484.381667707	vk_cmdbuffer	3144	3144	155
1789398484.381667707	vk_descriptorpo	704	704	21
1789398484.381667707	vk_device	212	212	10
1789398484.381667707	vk_devicememory	560856	491520	8
1789398484.381667707	vk_image	224	224	3
1789398484.381667707	vk_program	212	212	3
1789398484.381667707	vk_queue	8264	8264	3
1789398485.409389684	any(0)	660	84	13
1789398485.409389684	command	32	32	2
1789398485.409389684	gl	128	128	2
1789398485.409389684	vk_any	1024	1024	16
1789398485.409389684	vk_cmdbuffer	3144	3144	155
1789398485.409389684	vk_descriptorpo	704	704	21
1789398485.409389684	vk_device	212	212	10
1789398485.409389684	vk_devicememory	560856	491520	8
1789398485.409389684	vk_image	224	224	3
1789398485.409389684	vk_program	212	212	3
1789398485.409389684	vk_queue	8264	8264	3
1789398486.436730463	any(0)	660	84	13
1789398486.436730463	command	32	32	2
1789398486.436730463	gl	128	128	2
1789398486.436730463	vk_any	1024	1024	16
1789398486.436730463	vk_cmdbuffer	3144	3144	155
1789398486.436730463	vk_descriptorpo	688	688	20
1789398486.436730463	vk_device	212	212	10
1789398486.436730463	vk_devicememory	560856	491520	8
1789398486.436730463	vk_image	224	224	3
1789398486.436730463	vk_program	212	212	3
1789398486.436730463	vk_queue	8264	8264	3
1789398487.459681294	any(0)	660	84	13
1789398487.459681294	command	32	32	2
1789398487.459681294	gl	128	128	2
1789398487.459681294	vk_any	1024	1024	16
1789398487.459681294	vk_cmdbuffer	3144	3144	155
1789398487.459681294	vk_descriptorpo	688	688	20
1789398487.459681294	vk_device	212	212	10
1789398487.459681294	vk_devicememory	560856	491520	8
1789398487.459681294	vk_image	224	224	3
1789398487.459681294	vk_program	212	212	3
1789398487.459681294	vk_queue	8264	8264	3
1789398488.485621240	any(0)	660	84	13
1789398488.485621240	command	32	32	2
1789398488.485621240	gl	128	128	2
1789398488.485621240	vk_any	1024	1024	16
1789398488.485621240	vk_cmdbuffer	3144	3144	155
1789398488.485621240	vk_descriptorpo	688	688	20
1789398488.485621240	vk_device	212	212	10
1789398488.485621240	vk_devicememory	560856	491520	8
1789398488.485621240	vk_image	224	224	3
1789398488.485621240	vk_program	212	212	3
1789398488.485621240	vk_queue	8264	8264	3
1789398489.511918009	any(0)	660	84	13
1789398489.511918009	command	32	32	2
1789398489.511918009	gl	128	128	2
1789398489.511918009	vk_any	1024	1024	16
1789398489.511918009	vk_cmdbuffer	3144	3144	155
1789398489.511918009	vk_descriptorpo	672	672	19
1789398489.511918009	vk_device	212	212	10
1789398489.511918009	vk_devicememory	560856	491520	8
1789398489.511918009	vk_image	224	224	3
1789398489.511918009	vk_program	212	212	3
1789398489.511918009	vk_queue	8264	8264	3
1789398490.535474101	any(0)	660	84	13
1789398490.535474101	command	32	32	2
1789398490.535474101	gl	128	128	2
1789398490.535474101	vk_any	1024	1024	16
1789398490.535474101	vk_cmdbuffer	3144	3144	155
1789398490.535474101	vk_descriptorpo	672	672	19
1789398490.535474101	vk_device	212	212	10
1789398490.535474101	vk_devicememory	560856	491520	8
1789398490.535474101	vk_image	224	224	3
1789398490.535474101	vk_program	212	212	3
1789398490.535474101	vk_queue	8264	8264	3
1789398491.561764047	any(0)	660	84	13
1789398491.561764047	command	32	32	2
1789398491.561764047	gl	128	128	2
1789398491.561764047	vk_any	1024	1024	16
1789398491.561764047	vk_cmdbuffer	3144	3144	155
1789398491.561764047	vk_descriptorpo	672	672	19
1789398491.561764047	vk_device	212	212	10
1789398491.561764047	vk_devicememory	560856	491520	8
1789398491.561764047	vk_image	224	224	3
1789398491.561764047	vk_program	212	212	3
1789398491.561764047	vk_queue	8264	8264	3
1789398492.591405868	any(0)	660	84	13
1789398492.591405868	command	32	32	2
1789398492.591405868	gl	128	128	2
1789398492.591405868	vk_any	1024	1024	16
1789398492.591405868	vk_cmdbuffer	3144	3144	155
1789398492.591405868	vk_descriptorpo	656	656	18
1789398492.591405868	vk_device	212	212	10
1789398492.591405868	vk_devicememory	560856	491520	8
1789398492.591405868	vk_image	224	224	3
1789398492.591405868	vk_program	212	212	3
1789398492.591405868	vk_queue	8264	8264	3
1789398493.616493574	any(0)	660	84	13
1789398493.616493574	command	32	32	2
1789398493.616493574	gl	128	128	2
1789398493.616493574	vk_any	1024	1024	16
1789398493.616493574	vk_cmdbuffer	3144	3144	155
1789398493.616493574	vk_descriptorpo	656	656	18
1789398493.616493574	vk_device	212	212	10
1789398493.616493574	vk_devicememory	560856	491520	8
1789398493.616493574	vk_image	224	224	3
1789398493.616493574	vk_program	212	212	3
1789398493.616493574	vk_queue	8264	8264	3
1789398494.643208052	any(0)	660	84	13
1789398494.643208052	command	32	32	2
1789398494.643208052	gl	128	128	2
1789398494.643208052	vk_any	1024	1024	16
1789398494.643208052	vk_cmdbuffer	3144	3144	155
1789398494.643208052	vk_descriptorpo	656	656	18
1789398494.643208052	vk_device	212	212	10
1789398494.643208052	vk_devicememory	560856	491520	8
1789398494.643208052	vk_image	224	224	3
1789398494.643208052	vk_program	212	212	3
1789398494.643208052	vk_queue	8264	8264	3
1789398495.668127633	any(0)	660	84	13
1789398495.668127633	command	32	32	2
1789398495.668127633	gl	128	128	2
1789398495.668127633	vk_any	1024	1024	16
1789398495.668127633	vk_cmdbuffer	3144	3144	155
1789398495.668127633	vk_descriptorpo	656	656	18
1789398495.668127633	vk_device	212	212	10
1789398495.668127633	vk_devicememory	560856	491520	8
1789398495.668127633	vk_image	224	224	3
1789398495.668127633	vk_program	212	212	3
1789398495.668127633	vk_queue	8264	8264	3
1789398496.693613829	any(0)	660	84	13
1789398496.693613829	command	32	32	2
1789398496.693613829	gl	128	128	2
1789398496.693613829	vk_any	1024	1024	16
1789398496.693613829	vk_cmdbuffer	3144	3144	155
1789398496.693613829	vk_descriptorpo	656	656	18
1789398496.693613829	vk_device	212	212	10
1789398496.693613829	vk_devicememory	560856	491520	8
1789398496.693613829	vk_image	224	224	3
1789398496.693613829	vk_program	212	212	3
1789398496.693613829	vk_queue	8264	8264	3
1789398497.719974244	any(0)	660	84	13
1789398497.719974244	command	32	32	2
1789398497.719974244	gl	128	128	2
1789398497.719974244	vk_any	1024	1024	16
1789398497.719974244	vk_cmdbuffer	3144	3144	155
1789398497.719974244	vk_descriptorpo	656	656	18
1789398497.719974244	vk_device	212	212	10
1789398497.719974244	vk_devicememory	560856	491520	8
1789398497.719974244	vk_image	224	224	3
1789398497.719974244	vk_program	212	212	3
1789398497.719974244	vk_queue	8264	8264	3
1789398498.745188200	any(0)	660	84	13
1789398498.745188200	command	32	32	2
1789398498.745188200	gl	128	128	2
1789398498.745188200	vk_any	1024	1024	16
1789398498.745188200	vk_cmdbuffer	3144	3144	155
1789398498.745188200	vk_descriptorpo	640	640	17
1789398498.745188200	vk_device	212	212	10
1789398498.745188200	vk_devicememory	560856	491520	8
1789398498.745188200	vk_image	224	224	3
1789398498.745188200	vk_program	212	212	3
1789398498.745188200	vk_queue	8264	8264	3
1789398499.776342157	any(0)	660	84	13
1789398499.776342157	command	32	32	2
1789398499.776342157	gl	128	128	2
1789398499.776342157	vk_any	1024	1024	16
1789398499.776342157	vk_cmdbuffer	3144	3144	155
1789398499.776342157	vk_descriptorpo	640	640	17
1789398499.776342157	vk_device	212	212	10
1789398499.776342157	vk_devicememory	560856	491520	8
1789398499.776342157	vk_image	224	224	3
1789398499.776342157	vk_program	212	212	3
1789398499.776342157	vk_queue	8264	8264	3
1789398500.803427676	any(0)	660	84	13
1789398500.803427676	command	32	32	2
1789398500.803427676	gl	128	128	2
1789398500.803427676	vk_any	1024	1024	16
1789398500.803427676	vk_cmdbuffer	3144	3144	155
1789398500.803427676	vk_descriptorpo	640	640	17
1789398500.803427676	vk_device	212	212	10
1789398500.803427676	vk_devicememory	560856	491520	8
1789398500.803427676	vk_image	224	224	3
1789398500.803427676	vk_program	212	212	3
1789398500.803427676	vk_queue	8264	8264	3
1789398501.829818039	any(0)	660	84	13
1789398501.829818039	command	32	32	2
1789398501.829818039	gl	128	128	2
1789398501.829818039	vk_any	1024	1024	16
1789398501.829818039	vk_cmdbuffer	3144	3144	155
1789398501.829818039	vk_descriptorpo	624	624	16
1789398501.829818039	vk_device	212	212	10
1789398501.829818039	vk_devicememory	560856	491520	8
1789398501.829818039	vk_image	224	224	3
1789398501.829818039	vk_program	212	212	3
1789398501.829818039	vk_queue	8264	8264	3
1789398502.855668922	any(0)	660	84	13
1789398502.855668922	command	32	32	2
1789398502.855668922	gl	128	128	2
1789398502.855668922	vk_any	1024	1024	16
1789398502.855668922	vk_cmdbuffer	3144	3144	155
1789398502.855668922	vk_descriptorpo	624	624	16
1789398502.855668922	vk_device	212	212	10
1789398502.855668922	vk_devicememory	560856	491520	8
1789398502.855668922	vk_image	224	224	3
1789398502.855668922	vk_program	212	212	3
1789398502.855668922	vk_queue	8264	8264	3
1789398503.879406784	any(0)	660	84	13
1789398503.879406784	command	32	32	2
1789398503.879406784	gl	128	128	2
1789398503.879406784	vk_any	1024	1024	16
1789398503.879406784	vk_cmdbuffer	3144	3144	155
1789398503.879406784	vk_descriptorpo	624	624	16
1789398503.879406784	vk_device	212	212	10
1789398503.879406784	vk_devicememory	560856	491520	8
1789398503.879406784	vk_image	224	224	3
1789398503.879406784	vk_program	212	212	3
1789398503.879406784	vk_queue	8264	8264	3
1789398504.905604595	any(0)	660	84	13
1789398504.905604595	command	32	32	2
1789398504.905604595	gl	128	128	2
1789398504.905604595	vk_any	1024	1024	16
1789398504.905604595	vk_cmdbuffer	3144	3144	155
1789398504.905604595	vk_descriptorpo	608	608	15
1789398504.905604595	vk_device	212	212	10
1789398504.905604595	vk_devicememory	560856	491520	8
1789398504.905604595	vk_image	224	224	3
1789398504.905604595	vk_program	212	212	3
1789398504.905604595	vk_queue	8264	8264	3
1789398505.927771936	any(0)	660	84	13
1789398505.927771936	command	32	32	2
1789398505.927771936	gl	128	128	2
1789398505.927771936	vk_any	1024	1024	16
1789398505.927771936	vk_cmdbuffer	3144	3144	155
1789398505.927771936	vk_descriptorpo	608	608	15
1789398505.927771936	vk_device	212	212	10
1789398505.927771936	vk_devicememory	560856	491520	8
1789398505.927771936	vk_image	224	224	3
1789398505.927771936	vk_program	212	212	3
1789398505.927771936	vk_queue	8264	8264	3
1789398506.958339591	any(0)	660	84	13
1789398506.958339591	command	32	32	2
1789398506.958339591	gl	128	128	2
1789398506.958339591	vk_any	1024	1024	16
1789398506.958339591	vk_cmdbuffer	3144	3144	155
1789398506.958339591	vk_descriptorpo	608	608	15
1789398506.958339591	vk_device	212	212	10
1789398506.958339591	vk_devicememory	560856	491520	8
1789398506.958339591	vk_image	224	224	3
1789398506.958339591	vk_program	212	212	3
1789398506.958339591	vk_queue	8264	8264	3
1789398507.981809953	any(0)	660	84	13
1789398507.981809953	command	32	32	2
1789398507.981809953	gl	128	128	2
1789398507.981809953	vk_any	1024	1024	16
1789398507.981809953	vk_cmdbuffer	3144	3144	155
1789398507.981809953	vk_descriptorpo	592	592	14
1789398507.981809953	vk_device	212	212	10
1789398507.981809953	vk_devicememory	560856	491520	8
1789398507.981809953	vk_image	224	224	3
1789398507.981809953	vk_program	212	212	3
1789398507.981809953	vk_queue	8264	8264	3
1789398509.007654639	any(0)	660	84	13
1789398509.007654639	command	32	32	2
1789398509.007654639	gl	128	128	2
1789398509.007654639	vk_any	1024	1024	16
1789398509.007654639	vk_cmdbuffer	3144	3144	155
1789398509.007654639	vk_descriptorpo	592	592	14
1789398509.007654639	vk_device	212	212	10
1789398509.007654639	vk_devicememory	560856	491520	8
1789398509.007654639	vk_image	224	224	3
1789398509.007654639	vk_program	212	212	3
1789398509.007654639	vk_queue	8264	8264	3
1789398510.035900210	any(0)	660	84	13
1789398510.035900210	command	32	32	2
1789398510.035900210	gl	128	128	2
1789398510.035900210	vk_any	1024	1024	16
1789398510.035900210	vk_cmdbuffer	3144	3144	155
1789398510.035900210	vk_descriptorpo	592	592	14
1789398510.035900210	vk_device	212	212	10
1789398510.035900210	vk_devicememory	560856	491520	8
1789398510.035900210	vk_image	224	224	3
1789398510.035900210	vk_program	212	212	3
1789398510.035900210	vk_queue	8264	8264	3
1789398511.062682708	any(0)	660	84	13
1789398511.062682708	command	32	32	2
1789398511.062682708	gl	128	128	2
1789398511.062682708	vk_any	1024	1024	16
1789398511.062682708	vk_cmdbuffer	3144	3144	155
1789398511.062682708	vk_descriptorpo	560	560	12
1789398511.062682708	vk_device	212	212	10
1789398511.062682708	vk_devicememory	560856	491520	8
1789398511.062682708	vk_image	224	224	3
1789398511.062682708	vk_program	212	212	3
1789398511.062682708	vk_queue	8264	8264	3
1789398512.086963592	any(0)	660	84	13
1789398512.086963592	command	32	32	2
1789398512.086963592	gl	128	128	2
1789398512.086963592	vk_any	1024	1024	16
1789398512.086963592	vk_cmdbuffer	3144	3144	155
1789398512.086963592	vk_descriptorpo	560	560	12
1789398512.086963592	vk_device	212	212	10
1789398512.086963592	vk_devicememory	560856	491520	8
1789398512.086963592	vk_image	224	224	3
1789398512.086963592	vk_program	212	212	3
1789398512.086963592	vk_queue	8264	8264	3
1789398513.112568433	any(0)	660	84	13
1789398513.112568433	command	32	32	2
1789398513.112568433	gl	128	128	2
1789398513.112568433	vk_any	1024	1024	16
1789398513.112568433	vk_cmdbuffer	3144	3144	155
1789398513.112568433	vk_descriptorpo	560	560	12
1789398513.112568433	vk_device	212	212	10
1789398513.112568433	vk_devicememory	560856	491520	8
1789398513.112568433	vk_image	224	224	3
1789398513.112568433	vk_program	212	212	3
1789398513.112568433	vk_queue	8264	8264	3
1789398514.138564056	any(0)	660	84	13
1789398514.138564056	command	32	32	2
1789398514.138564056	gl	128	128	2
1789398514.138564056	vk_any	960	960	15
1789398514.138564056	vk_cmdbuffer	3144	3144	155
1789398514.138564056	vk_descriptorpo	528	528	10
1789398514.138564056	vk_device	212	212	10
1789398514.138564056	vk_devicememory	560856	491520	8
1789398514.138564056	vk_image	224	224	3
1789398514.138564056	vk_program	212	212	3
1789398514.138564056	vk_queue	8264	8264	3
1789398515.166421450	any(0)	660	84	13
1789398515.166421450	command	32	32	2
1789398515.166421450	gl	128	128	2
1789398515.166421450	vk_any	960	960	15
1789398515.166421450	vk_cmdbuffer	3144	3144	155
1789398515.166421450	vk_descriptorpo	528	528	10
1789398515.166421450	vk_device	212	212	10
1789398515.166421450	vk_devicememory	560856	491520	8
1789398515.166421450	vk_image	224	224	3
1789398515.166421450	vk_program	212	212	3
1789398515.166421450	vk_queue	8264	8264	3
1789398516.193575199	any(0)	660	84	13
1789398516.193575199	command	32	32	2
1789398516.193575199	gl	128	128	2
1789398516.193575199	vk_any	960	960	15
1789398516.193575199	vk_cmdbuffer	3144	3144	155
1789398516.193575199	vk_descriptorpo	528	528	10
1789398516.193575199	vk_device	212	212	10
1789398516.193575199	vk_devicememory	560856	491520	8
1789398516.193575199	vk_image	224	224	3
1789398516.193575199	vk_program	212	212	3
1789398516.193575199	vk_queue	8264	8264	3
1789398517.219594676	any(0)	660	84	13
1789398517.219594676	command	32	32	2
1789398517.219594676	gl	128	128	2
1789398517.219594676	vk_any	960	960	15
1789398517.219594676	vk_cmdbuffer	3144	3144	155
1789398517.219594676	vk_descriptorpo	528	528	10
1789398517.219594676	vk_device	212	212	10
1789398517.219594676	vk_devicememory	560856	491520	8
1789398517.219594676	vk_image	224	224	3
1789398517.219594676	vk_program	212	212	3
1789398517.219594676	vk_queue	8264	8264	3
1789398518.244885299	any(0)	660	84	13
1789398518.244885299	command	32	32	2
1789398518.244885299	gl	128	128	2
1789398518.244885299	vk_any	960	960	15
1789398518.244885299	vk_cmdbuffer	3144	3144	155
1789398518.244885299	vk_descriptorpo	528	528	10
1789398518.244885299	vk_device	212	212	10
1789398518.244885299	vk_devicememory	560856	491520	8
1789398518.244885299	vk_image	224	224	3
1789398518.244885299	vk_program	212	212	3
1789398518.244885299	vk_queue	8264	8264	3
1789398519.269806911	any(0)	660	84	13
1789398519.269806911	command	32	32	2
1789398519.269806911	gl	128	128	2
1789398519.269806911	vk_any	960	960	15
1789398519.269806911	vk_cmdbuffer	3144	3144	155
1789398519.269806911	vk_descriptorpo	528	528	10
1789398519.269806911	vk_device	212	212	10
1789398519.269806911	vk_devicememory	560856	491520	8
1789398519.269806911	vk_image	224	224	3
1789398519.269806911	vk_program	212	212	3
1789398519.269806911	vk_queue	8264	8264	3
1789398520.295107222	any(0)	660	84	13
1789398520.295107222	command	32	32	2
1789398520.295107222	gl	128	128	2
1789398520.295107222	vk_any	960	960	15
1789398520.295107222	vk_cmdbuffer	3144	3144	155
1789398520.295107222	vk_descriptorpo	528	528	10
1789398520.295107222	vk_device	212	212	10
1789398520.295107222	vk_devicememory	560856	491520	8
1789398520.295107222	vk_image	224	224	3
1789398520.295107222	vk_program	212	212	3
1789398520.295107222	vk_queue	8264	8264	3
1789398521.319393105	any(0)	660	84	13
1789398521.319393105	command	32	32	2
1789398521.319393105	gl	128	128	2
1789398521.319393105	vk_any	1024	1024	16
1789398521.319393105	vk_cmdbuffer	3144	3144	155
1789398521.319393105	vk_descriptorpo	544	544	11
1789398521.319393105	vk_device	212	212	10
1789398521.319393105	vk_devicememory	560856	491520	8
1789398521.319393105	vk_image	224	224	3
1789398521.319393105	vk_program	212	212	3
1789398521.319393105	vk_queue	8264	8264	3
1789398522.341834717	any(0)	660	84	13
1789398522.341834717	command	32	32	2
1789398522.341834717	gl	128	128	2
1789398522.341834717	vk_any	1024	1024	16
1789398522.341834717	vk_cmdbuffer	3144	3144	155
1789398522.341834717	vk_descriptorpo	544	544	11
1789398522.341834717	vk_device	212	212	10
1789398522.341834717	vk_devicememory	560856	491520	8
1789398522.341834717	vk_image	224	224	3
1789398522.341834717	vk_program	212	212	3
1789398522.341834717	vk_queue	8264	8264	3
1789398523.366105288	any(0)	660	84	13
1789398523.366105288	command	32	32	2
1789398523.366105288	gl	128	128	2
1789398523.366105288	vk_any	1024	1024	16
1789398523.366105288	vk_cmdbuffer	3144	3144	155
1789398523.366105288	vk_descriptorpo	544	544	11
1789398523.366105288	vk_device	212	212	10
1789398523.366105288	vk_devicememory	560856	491520	8
1789398523.366105288	vk_image	224	224	3
1789398523.366105288	vk_program	212	212	3
1789398523.366105288	vk_queue	8264	8264	3
1789398524.390158671	any(0)	660	84	13
1789398524.390158671	command	32	32	2
1789398524.390158671	gl	128	128	2
1789398524.390158671	vk_any	1024	1024	16
1789398524.390158671	vk_cmdbuffer	3144	3144	155
1789398524.390158671	vk_descriptorpo	544	544	11
1789398524.390158671	vk_device	212	212	10
1789398524.390158671	vk_devicememory	560856	491520	8
1789398524.390158671	vk_image	224	224	3
1789398524.390158671	vk_program	212	212	3
1789398524.390158671	vk_queue	8264	8264	3
1789398525.415533357	any(0)	660	84	13
1789398525.415533357	command	32	32	2
1789398525.415533357	gl	128	128	2
1789398525.415533357	vk_any	1024	1024	16
1789398525.415533357	vk_cmdbuffer	3144	3144	155
1789398525.415533357	vk_descriptorpo	544	544	11
1789398525.415533357	vk_device	212	212	10
1789398525.415533357	vk_devicememory	560856	491520	8
1789398525.415533357	vk_image	224	224	3
1789398525.415533357	vk_program	212	212	3
1789398525.415533357	vk_queue	8264	8264	3
1789398526.442135230	any(0)	660	84	13
1789398526.442135230	command	32	32	2
1789398526.442135230	gl	128	128	2
1789398526.442135230	vk_any	1024	1024	16
1789398526.442135230	vk_cmdbuffer	3144	3144	155
1789398526.442135230	vk_descriptorpo	544	544	11
1789398526.442135230	vk_device	212	212	10
1789398526.442135230	vk_devicememory	560856	491520	8
1789398526.442135230	vk_image	224	224	3
1789398526.442135230	vk_program	212	212	3
1789398526.442135230	vk_queue	8264	8264	3
1789398527.467699603	any(0)	660	84	13
1789398527.467699603	command	32	32	2
1789398527.467699603	gl	128	128	2
1789398527.467699603	vk_any	1024	1024	16
1789398527.467699603	vk_cmdbuffer	3144	3144	155
1789398527.467699603	vk_descriptorpo	544	544	11
1789398527.467699603	vk_device	212	212	10
1789398527.467699603	vk_devicememory	560856	491520	8
1789398527.467699603	vk_image	224	224	3
1789398527.467699603	vk_program	212	212	3
1789398527.467699603	vk_queue	8264	8264	3
1789398528.495272362	any(0)	660	84	13
1789398528.495272362	command	32	32	2
1789398528.495272362	gl	128	128	2
1789398528.495272362	vk_any	1024	1024	16
1789398528.495272362	vk_cmdbuffer	3144	3144	155
1789398528.495272362	vk_descriptorpo	544	544	11
1789398528.495272362	vk_device	212	212	10
1789398528.495272362	vk_devicememory	560856	491520	8
1789398528.495272362	vk_image	224	224	3
1789398528.495272362	vk_program	212	212	3
1789398528.495272362	vk_queue	8264	8264	3
1789398529.518008401	any(0)	660	84	13
1789398529.518008401	command	32	32	2
1789398529.518008401	gl	128	128	2
1789398529.518008401	vk_any	1024	1024	16
1789398529.518008401	vk_cmdbuffer	3144	3144	155
1789398529.518008401	vk_descriptorpo	544	544	11
