unix_t	window	hand	tracked	curl_index	curl_middle	curl_ring	curl_pinky	pinch_m	palm_head	cls	hi_pinch	hi_grasp	aim_pinch	aim_menu
1789352151.8550	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1174	0.9970		0	0	0	0
1789352151.8662	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1003	0.9948		0	0	0	0
1789352151.8662	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9969		0	0	0	0
1789352151.8774	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1003	0.9947		0	0	0	0
1789352151.8774	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.8885	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1003	0.9947		0	0	0	0
1789352151.8885	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.8998	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.8998	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.9106	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.9106	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9971		0	0	0	0
1789352151.9218	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.9218	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.9330	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.9330	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.9441	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1003	0.9948		0	0	0	0
1789352151.9441	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9970		0	0	0	0
1789352151.9553	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.9553	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9969		0	0	0	0
1789352151.9663	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9947		0	0	0	0
1789352151.9663	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9968		0	0	0	0
1789352151.9774	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9946		0	0	0	0
1789352151.9774	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9968		0	0	0	0
1789352151.9886	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9946		0	0	0	0
1789352151.9886	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9967		0	0	0	0
1789352151.9996	pinch_R	L	1	0.0035	0.0007	0.0038	0.0086	0.1002	0.9946		0	0	0	0
1789352151.9996	pinch_R	R	1	0.0014	0.0020	0.0003	0.0053	0.1173	0.9967		0	0	0	0
1789352152.0106	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1002	0.9946		0	0	0	0
1789352152.0106	pinch_R	R	1	0.0014	0.0020	0.0003	0.0052	0.1173	0.9966		0	0	0	0
1789352152.0217	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0217	pinch_R	R	1	0.0014	0.0020	0.0003	0.0052	0.1173	0.9966		0	0	0	0
1789352152.0330	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0330	pinch_R	R	1	0.0014	0.0020	0.0003	0.0052	0.1173	0.9965		0	0	0	0
1789352152.0441	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0441	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9964		0	0	0	0
1789352152.0549	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0549	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9964		0	0	0	0
1789352152.0660	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0660	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9963		0	0	0	0
1789352152.0775	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0775	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9963		0	0	0	0
1789352152.0886	pinch_R	L	1	0.0035	0.0007	0.0038	0.0085	0.1003	0.9945		0	0	0	0
1789352152.0886	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9963		0	0	0	0
1789352152.0999	pinch_R	L	1	0.0035	0.0007	0.0038	0.0084	0.1003	0.9945		0	0	0	0
1789352152.0999	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9962		0	0	0	0
1789352152.1110	pinch_R	L	1	0.0035	0.0007	0.0038	0.0084	0.1003	0.9945		0	0	0	0
1789352152.1110	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9962		0	0	0	0
1789352152.1219	pinch_R	L	1	0.0036	0.0007	0.0038	0.0084	0.1003	0.9945		0	0	0	0
1789352152.1219	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9962		0	0	0	0
1789352152.1328	pinch_R	L	1	0.0036	0.0007	0.0038	0.0084	0.1003	0.9945		0	0	0	0
1789352152.1328	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.1441	pinch_R	L	1	0.0036	0.0007	0.0038	0.0084	0.1004	0.9944		0	0	0	0
1789352152.1441	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1174	0.9961		0	0	0	0
1789352152.1553	pinch_R	L	1	0.0036	0.0007	0.0038	0.0084	0.1004	0.9944		0	0	0	0
1789352152.1553	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1174	0.9961		0	0	0	0
1789352152.1662	pinch_R	L	1	0.0036	0.0007	0.0038	0.0084	0.1004	0.9944		0	0	0	0
1789352152.1662	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.1774	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9944		0	0	0	0
1789352152.1774	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.1888	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9943		0	0	0	0
1789352152.1888	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.1998	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9944		0	0	0	0
1789352152.1998	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.2108	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9944		0	0	0	0
1789352152.2108	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.2219	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9944		0	0	0	0
1789352152.2219	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.2332	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9944		0	0	0	0
1789352152.2332	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.2442	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1004	0.9943		0	0	0	0
1789352152.2442	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9961		0	0	0	0
1789352152.2553	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1004	0.9943		0	0	0	0
1789352152.2553	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9960		0	0	0	0
1789352152.2664	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1004	0.9943		0	0	0	0
1789352152.2664	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9960		0	0	0	0
1789352152.2778	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1004	0.9941		0	0	0	0
1789352152.2778	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9959		0	0	0	0
1789352152.2886	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9941		0	0	0	0
1789352152.2886	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9959		0	0	0	0
1789352152.2997	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9940		0	0	0	0
1789352152.2997	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9958		0	0	0	0
1789352152.3108	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1005	0.9939		0	0	0	0
1789352152.3108	pinch_R	R	1	0.0014	0.0021	0.0003	0.0052	0.1173	0.9958		0	0	0	0
1789352152.3217	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1005	0.9938		0	0	0	0
1789352152.3217	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1173	0.9958		0	0	0	0
1789352152.3329	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1005	0.9937		0	0	0	0
1789352152.3329	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1172	0.9958		0	0	0	0
1789352152.3442	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1005	0.9936		0	0	0	0
1789352152.3442	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1172	0.9958		0	0	0	0
1789352152.3552	pinch_R	L	1	0.0036	0.0007	0.0038	0.0083	0.1005	0.9935		0	0	0	0
1789352152.3552	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1172	0.9957		0	0	0	0
1789352152.3663	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9934		0	0	0	0
1789352152.3663	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1172	0.9957		0	0	0	0
1789352152.3775	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9933		0	0	0	0
1789352152.3775	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1172	0.9957		0	0	0	0
1789352152.3886	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9933		0	0	0	0
1789352152.3886	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1171	0.9957		0	0	0	0
1789352152.3998	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9932		0	0	0	0
1789352152.3998	pinch_R	R	1	0.0014	0.0021	0.0003	0.0053	0.1171	0.9957		0	0	0	0
1789352152.4108	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9932		0	0	0	0
1789352152.4108	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4220	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9931		0	0	0	0
1789352152.4220	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4330	pinch_R	L	1	0.0036	0.0007	0.0038	0.0081	0.1005	0.9931		0	0	0	0
1789352152.4330	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4440	pinch_R	L	1	0.0036	0.0007	0.0038	0.0082	0.1005	0.9931		0	0	0	0
1789352152.4440	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4551	pinch_R	L	1	0.0036	0.0007	0.0038	0.0081	0.1005	0.9931		0	0	0	0
1789352152.4551	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4663	pinch_R	L	1	0.0036	0.0007	0.0038	0.0081	0.1005	0.9930		0	0	0	0
1789352152.4663	pinch_R	R	1	0.0014	0.0021	0.0003	0.0054	0.1171	0.9958		0	0	0	0
1789352152.4776	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1004	0.9931		0	0	0	0
1789352152.4776	pinch_R	R	1	0.0014	0.0020	0.0003	0.0055	0.1170	0.9958		0	0	0	0
1789352152.4885	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1004	0.9931		0	0	0	0
1789352152.4885	pinch_R	R	1	0.0014	0.0020	0.0003	0.0055	0.1170	0.9959		0	0	0	0
1789352152.4998	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1003	0.9931		0	0	0	0
1789352152.4998	pinch_R	R	1	0.0014	0.0020	0.0003	0.0055	0.1170	0.9959		0	0	0	0
1789352152.5107	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1003	0.9931		0	0	0	0
1789352152.5107	pinch_R	R	1	0.0014	0.0020	0.0003	0.0055	0.1169	0.9959		0	0	0	0
1789352152.5219	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1003	0.9930		0	0	0	0
1789352152.5219	pinch_R	R	1	0.0014	0.0020	0.0004	0.0056	0.1169	0.9959		0	0	0	0
1789352152.5331	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1003	0.9930		0	0	0	0
1789352152.5331	pinch_R	R	1	0.0014	0.0020	0.0004	0.0056	0.1169	0.9960		0	0	0	0
1789352152.5442	pinch_R	L	1	0.0037	0.0007	0.0038	0.0081	0.1004	0.9930		0	0	0	0
1789352152.5442	pinch_R	R	1	0.0014	0.0020	0.0004	0.0056	0.1170	0.9960		0	0	0	0
1789352152.5552	pinch_R	L	1	0.0037	0.0007	0.0037	0.0081	0.1004	0.9930		0	0	0	0
1789352152.5552	pinch_R	R	1	0.0014	0.0020	0.0004	0.0056	0.1170	0.9960		0	0	0	0
1789352152.5664	pinch_R	L	1	0.0037	0.0007	0.0037	0.0081	0.1004	0.9930		0	0	0	0
1789352152.5664	pinch_R	R	1	0.0014	0.0020	0.0004	0.0057	0.1169	0.9961		0	0	0	0
1789352152.5776	pinch_R	L	1	0.0037	0.0007	0.0037	0.0081	0.1004	0.9930		0	0	0	0
1789352152.5776	pinch_R	R	1	0.0014	0.0020	0.0004	0.0057	0.1169	0.9962		0	0	0	0
1789352152.5885	pinch_R	L	1	0.0037	0.0007	0.0037	0.0080	0.1004	0.9930		0	0	0	0
1789352152.5885	pinch_R	R	1	0.0014	0.0020	0.0004	0.0057	0.1169	0.9962		0	0	0	0
1789352152.6000	pinch_R	L	1	0.0037	0.0007	0.0037	0.0080	0.1003	0.9930		0	0	0	0
1789352152.6000	pinch_R	R	1	0.0014	0.0020	0.0004	0.0057	0.1169	0.9963		0	0	0	0
1789352152.6108	pinch_R	L	1	0.0037	0.0007	0.0037	0.0080	0.1003	0.9930		0	0	0	0
1789352152.6108	pinch_R	R	1	0.0014	0.0020	0.0004	0.0058	0.1168	0.9963		0	0	0	0
1789352152.6217	pinch_R	L	1	0.0037	0.0007	0.0037	0.0080	0.1003	0.9930		0	0	0	0
1789352152.6217	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9964		0	0	0	0
1789352152.6331	pinch_R	L	1	0.0037	0.0007	0.0037	0.0080	0.1003	0.9929		0	0	0	0
1789352152.6331	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9964		0	0	0	0
1789352152.6442	pinch_R	L	1	0.0037	0.0007	0.0036	0.0080	0.1004	0.9929		0	0	0	0
1789352152.6442	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9965		0	0	0	0
1789352152.6553	pinch_R	L	1	0.0037	0.0007	0.0036	0.0080	0.1004	0.9929		0	0	0	0
1789352152.6553	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9966		0	0	0	0
1789352152.6665	pinch_R	L	1	0.0037	0.0007	0.0036	0.0080	0.1004	0.9929		0	0	0	0
1789352152.6665	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9967		0	0	0	0
1789352152.6774	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9929		0	0	0	0
1789352152.6774	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9967		0	0	0	0
1789352152.6885	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9929		0	0	0	0
1789352152.6885	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9968		0	0	0	0
1789352152.6999	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9929		0	0	0	0
1789352152.6999	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1168	0.9969		0	0	0	0
1789352152.7110	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9928		0	0	0	0
1789352152.7110	pinch_R	R	1	0.0014	0.0018	0.0004	0.0058	0.1169	0.9969		0	0	0	0
1789352152.7220	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9928		0	0	0	0
1789352152.7220	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1169	0.9970		0	0	0	0
1789352152.7330	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1003	0.9928		0	0	0	0
1789352152.7330	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1169	0.9970		0	0	0	0
1789352152.7444	pinch_R	L	1	0.0037	0.0007	0.0036	0.0080	0.1003	0.9928		0	0	0	0
1789352152.7444	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9970		0	0	0	0
1789352152.7554	pinch_R	L	1	0.0037	0.0007	0.0036	0.0080	0.1003	0.9928		0	0	0	0
1789352152.7554	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9971		0	0	0	0
1789352152.7664	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1003	0.9927		0	0	0	0
1789352152.7664	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9970		0	0	0	0
1789352152.7776	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1003	0.9926		0	0	0	0
1789352152.7776	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9969		0	0	0	0
1789352152.7888	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1003	0.9925		0	0	0	0
1789352152.7888	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9969		0	0	0	0
1789352152.7999	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1003	0.9925		0	0	0	0
1789352152.7999	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9969		0	0	0	0
1789352152.8108	pinch_R	L	1	0.0037	0.0007	0.0036	0.0081	0.1004	0.9924		0	0	0	0
1789352152.8108	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1169	0.9969		0	0	0	0
1789352152.8219	pinch_R	L	1	0.0037	0.0007	0.0035	0.0080	0.1004	0.9924		0	0	0	0
1789352152.8219	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8332	pinch_R	L	1	0.0037	0.0007	0.0035	0.0080	0.1004	0.9923		0	0	0	0
1789352152.8332	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8442	pinch_R	L	1	0.0037	0.0007	0.0035	0.0080	0.1004	0.9923		0	0	0	0
1789352152.8442	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8552	pinch_R	L	1	0.0036	0.0007	0.0035	0.0080	0.1004	0.9923		0	0	0	0
1789352152.8552	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8664	pinch_R	L	1	0.0036	0.0007	0.0035	0.0080	0.1004	0.9923		0	0	0	0
1789352152.8664	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8776	pinch_R	L	1	0.0036	0.0006	0.0035	0.0080	0.1004	0.9923		0	0	0	0
1789352152.8776	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.8887	pinch_R	L	1	0.0037	0.0006	0.0035	0.0081	0.1003	0.9921		0	0	0	0
1789352152.8887	pinch_R	R	1	0.0014	0.0019	0.0004	0.0057	0.1170	0.9969		0	0	0	0
1789352152.9001	pinch_R	L	1	0.0037	0.0006	0.0035	0.0081	0.1003	0.9921		0	0	0	0
1789352152.9001	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1170	0.9969		0	0	0	0
1789352152.9109	pinch_R	L	1	0.0037	0.0006	0.0035	0.0081	0.1003	0.9920		0	0	0	0
1789352152.9109	pinch_R	R	1	0.0014	0.0019	0.0004	0.0058	0.1170	0.9969		0	0	0	0
1789352152.9218	pinch_R	L	1	0.0037	0.0006	0.0035	0.0081	0.1004	0.9920		0	0	0	0
1789352152.9218	pinch_R	R	1	0.0014	0.0018	0.0004	0.0058	0.1170	0.9970		0	0	0	0
1789352152.9330	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1004	0.9919		0	0	0	0
1789352152.9330	pinch_R	R	1	0.0014	0.0018	0.0004	0.0058	0.1170	0.9970		0	0	0	0
1789352152.9444	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1004	0.9919		0	0	0	0
1789352152.9444	pinch_R	R	1	0.0014	0.0018	0.0004	0.0058	0.1170	0.9971		0	0	0	0
1789352152.9552	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1004	0.9918		0	0	0	0
1789352152.9552	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9971		0	0	0	0
1789352152.9662	pinch_R	L	1	0.0037	0.0006	0.0036	0.0082	0.1004	0.9917		0	0	0	0
1789352152.9662	pinch_R	R	1	0.0014	0.0018	0.0004	0.0057	0.1170	0.9971		0	0	0	0
1789352152.9775	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1004	0.9916		0	0	0	0
1789352152.9775	pinch_R	R	1	0.0014	0.0018	0.0004	0.0057	0.1170	0.9971		0	0	0	0
1789352152.9887	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1004	0.9915		0	0	0	0
1789352152.9887	pinch_R	R	1	0.0014	0.0018	0.0004	0.0057	0.1170	0.9971		0	0	0	0
1789352152.9996	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1004	0.9915		0	0	0	0
1789352152.9996	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9971		0	0	0	0
1789352153.0108	pinch_R	L	1	0.0037	0.0006	0.0036	0.0084	0.1003	0.9916		0	0	0	0
1789352153.0108	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9972		0	0	0	0
1789352153.0218	pinch_R	L	1	0.0037	0.0006	0.0036	0.0084	0.1003	0.9916		0	0	0	0
1789352153.0218	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9972		0	0	0	0
1789352153.0330	pinch_R	L	1	0.0037	0.0006	0.0036	0.0084	0.1003	0.9916		0	0	0	0
1789352153.0330	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9972		0	0	0	0
1789352153.0441	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1003	0.9916		0	0	0	0
1789352153.0441	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9973		0	0	0	0
1789352153.0551	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1002	0.9915		0	0	0	0
1789352153.0551	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9973		0	0	0	0
1789352153.0664	pinch_R	L	1	0.0037	0.0006	0.0036	0.0083	0.1002	0.9915		0	0	0	0
1789352153.0664	pinch_R	R	1	0.0014	0.0018	0.0005	0.0058	0.1170	0.9974		0	0	0	0
1789352153.0772	pinch_R	L	1	0.0037	0.0006	0.0035	0.0083	0.1002	0.9915		0	0	0	0
1789352153.0772	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9974		0	0	0	0
1789352153.0885	pinch_R	L	1	0.0037	0.0006	0.0035	0.0083	0.1002	0.9915		0	0	0	0
1789352153.0885	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9974		0	0	0	0
1789352153.0998	pinch_R	L	1	0.0037	0.0006	0.0035	0.0083	0.1002	0.9916		0	0	0	0
1789352153.0998	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1110	pinch_R	L	1	0.0037	0.0006	0.0035	0.0083	0.1002	0.9916		0	0	0	0
1789352153.1110	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1218	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1002	0.9915		0	0	0	0
1789352153.1218	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1329	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1002	0.9915		0	0	0	0
1789352153.1329	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1443	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1002	0.9915		0	0	0	0
1789352153.1443	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1550	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1002	0.9915		0	0	0	0
1789352153.1550	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1660	pinch_R	L	1	0.0037	0.0006	0.0035	0.0082	0.1002	0.9915		0	0	0	0
1789352153.1660	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1773	pinch_R	L	1	0.0038	0.0006	0.0035	0.0081	0.1002	0.9915		0	0	0	0
1789352153.1773	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1887	pinch_R	L	1	0.0038	0.0006	0.0034	0.0081	0.1002	0.9915		0	0	0	0
1789352153.1887	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.1997	pinch_R	L	1	0.0038	0.0006	0.0034	0.0081	0.1002	0.9915		0	0	0	0
1789352153.1997	pinch_R	R	1	0.0014	0.0018	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.2107	pinch_R	L	1	0.0038	0.0006	0.0034	0.0082	0.1002	0.9915		0	0	0	0
1789352153.2107	pinch_R	R	1	0.0014	0.0017	0.0005	0.0057	0.1170	0.9973		0	0	0	0
1789352153.2219	pinch_R	L	1	0.0038	0.0006	0.0034	0.0082	0.1002	0.9915		0	0	0	0
1789352153.2219	pinch_R	R	1	0.0014	0.0017	0.0005	0.0057	0.1171	0.9973		0	0	0	0
1789352153.2332	pinch_R	L	1	0.0038	0.0006	0.0034	0.0082	0.1003	0.9915		0	0	0	0
