# секунда	частота	CPU мс	GPU мс	draw calls	клок GPU Гц	unix_время
1061	90.0	0.842	6.466	800	-1	1789438353.572
1062	90.0	0.852	6.454	800	-1	1789438354.573
1063	90.0	0.914	6.450	800	-1	1789438355.572
1064	90.0	0.872	6.459	800	-1	1789438356.573
1065	90.0	0.634	7.657	800	-1	1789438357.573
1066	90.0	0.841	6.450	800	-1	1789438358.573
1067	90.0	0.800	6.783	800	-1	1789438359.573
1068	90.0	0.801	6.760	800	-1	1789438360.573
1069	90.0	0.846	6.507	800	-1	1789438361.572
1070	90.0	0.848	6.785	800	-1	1789438362.573
1071	90.0	0.823	6.435	800	-1	1789438363.573
1072	90.0	0.796	6.462	800	-1	1789438364.573
1073	90.0	0.751	6.487	800	-1	1789438365.573
1074	90.0	0.799	6.462	800	-1	1789438366.573
1075	90.0	0.813	6.448	800	-1	1789438367.574
1076	90.0	0.803	6.485	800	-1	1789438368.573
1077	90.0	0.803	6.465	800	-1	1789438369.574
1078	90.0	0.824	6.461	800	-1	1789438370.573
1079	90.0	1.502	6.927	800	-1	1789438371.574
1080	90.0	0.763	6.452	800	-1	1789438372.585
