# сэмплер частоты GPU, период 0.25 с
# лестница: 690000000 640000000 599000000 545000000 492000000 456000000 421000000 350000000 317000000 285000000 
# unix_время	клок_Гц	загрузка_%	резиденция_по_ступеням
1789399924.141737802	456000000	27	0 31423827 76431134 151717510 1050521047 2675138605 74444 76541 11845 1210238 
1789399924.440598561	456000000	27	0 31423827 76431134 151717510 1050521047 2675223943 74444 76541 11845 1210238 
1789399924.741441299	456000000	27	0 31423827 76431134 151717510 1050521047 2675312656 74444 76541 11845 1210238 
1789399925.042119662	456000000	28	0 31423827 76431134 151717510 1050521047 2675395874 74444 76541 11845 1210238 
1789399925.340988807	456000000	28	0 31423827 76431134 151717510 1050521047 2675486007 74444 76541 11845 1210238 
1789399925.644308681	456000000	28	0 31423827 76431134 151717510 1050521047 2675534777 74444 76541 11845 1210238 
1789399925.939474179	640000000	34	0 31553611 76441236 151730430 1050531706 2675597892 74444 76541 11845 1210238 
1789399926.238183167	456000000	34	0 31623244 76478827 151768740 1050574698 2675619170 74444 76541 11845 1210238 
1789399926.538318822	492000000	34	0 31623244 76478827 151768740 1050752596 2675673117 74444 76541 11845 1210238 
1789399926.836462601	492000000	73	0 31623244 76478827 151768740 1050988243 2675673117 74444 76541 11845 1210238 
1789399927.136169610	492000000	73	0 31623244 76478827 151768740 1051219419 2675673117 74444 76541 11845 1210238 
1789399927.431825942	492000000	73	0 31623244 76478827 151768740 1051459727 2675673117 74444 76541 11845 1210238 
1789399927.736628629	492000000	73	0 31623244 76478827 151768740 1051699802 2675673117 74444 76541 11845 1210238 
1789399928.034379908	492000000	79	0 31623244 76478827 151768740 1051937610 2675673117 74444 76541 11845 1210238 
1789399928.336569105	492000000	79	0 31623244 76478827 151768740 1052173883 2675673117 74444 76541 11845 1210238 
1789399928.637998198	492000000	79	0 31623244 76478827 151768740 1052419171 2675673117 74444 76541 11845 1210238 
1789399928.935627238	492000000	71	0 31623244 76478827 151768740 1052500087 2675673117 74444 76541 11845 1210238 
1789399929.231535653	492000000	71	0 31623244 76478827 151768740 1052586930 2675673117 74444 76541 11845 1210238 
1789399929.536401881	492000000	71	0 31623244 76478827 151768740 1052672077 2675673117 74444 76541 11845 1210238 
1789399929.832630400	492000000	27	0 31623244 76478827 151768740 1052750045 2675673117 74444 76541 11845 1210238 
1789399930.129496575	456000000	27	0 31623244 76478827 151768740 1052766375 2675742302 74444 76541 11845 1210238 
1789399930.426884626	456000000	27	0 31623244 76478827 151768740 1052766375 2675826642 74444 76541 11845 1210238 
1789399930.724817520	456000000	27	0 31623244 76478827 151768740 1052766375 2675911773 74444 76541 11845 1210238 
1789399931.021998695	456000000	28	0 31623244 76478827 151768740 1052766375 2675999324 74444 76541 11845 1210238 
1789399931.322201590	456000000	28	0 31623244 76478827 151768740 1052766375 2676084739 74444 76541 11845 1210238 
1789399931.617440890	456000000	28	0 31623244 76478827 151768740 1052766375 2676168216 74444 76541 11845 1210238 
1789399931.915950712	456000000	28	0 31623244 76478827 151768740 1052766375 2676256415 74444 76541 11845 1210238 
1789399932.216976419	456000000	28	0 31623244 76478827 151768740 1052766375 2676340871 74444 76541 11845 1210238 
1789399932.520083636	456000000	28	0 31623244 76478827 151768740 1052766375 2676430617 74444 76541 11845 1210238 
1789399932.822121531	456000000	28	0 31623244 76478827 151768740 1052766375 2676518227 74444 76541 11845 1210238 
1789399933.119548071	456000000	28	0 31623244 76478827 151768740 1052766375 2676601838 74444 76541 11845 1210238 
1789399933.415892215	456000000	28	0 31623244 76478827 151768740 1052766375 2676686881 74444 76541 11845 1210238 
1789399933.712682505	456000000	28	0 31623244 76478827 151768740 1052766375 2676774110 74444 76541 11845 1210238 
1789399934.010526389	456000000	27	0 31623244 76478827 151768740 1052766375 2676838621 74444 76541 11845 1210238 
1789399934.307201783	640000000	27	0 31762551 76489667 151779006 1052776434 2676890706 74444 76541 11845 1210238 
1789399934.607128167	599000000	27	0 31807109 76641987 151779006 1052776434 2676890706 74444 76541 11845 1210238 
