# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-15T23:51:33
1789498976.307	folder	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		5546	{ "folder": "images", "view": "browse", "items": 7 }
1789498976.307	intent	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		5546	{ "do": "reload", "view": "browse", "folder": "images" }
1789498976.318	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		5556	{ "key": "24", "slot": 6 }
1789498976.650	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		5889	{ "key": "13", "slot": 1 }
1789498976.962	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		6200	{ "key": "12", "slot": 0 }
1789498977.740	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		6978	{ "key": "14", "slot": 5 }
1789498978.051	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		7289	{ "key": "12", "slot": 0 }
1789498978.751	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		7989	{ "key": "15", "slot": 2 }
1789498979.140	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		8379	{ "key": "13", "slot": 1 }
1789498979.451	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		8690	{ "key": "15", "slot": 2 }
1789498979.518	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		8756	{ "key": "12", "slot": 0 }
1789498980.285	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		9523	{ "key": "13", "slot": 1 }
1789498980.718	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		9956	{ "key": "24", "slot": 6 }
1789498982.141	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		11379	{ "key": "13", "slot": 1 }
1789498982.341	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		11579	{ "key": "12", "slot": 0 }
1789498982.996	active	globe	11.5	7.3	8.34	2	ball	images	scene_draft1		12235	{ "key": "9", "slot": -1 }
1789498983.530	folder	globe	11.5	7.3	8.34	2	ball		scene_draft1		12768	{ "folder": "", "view": "browse", "items": 5 }
1789498983.530	intent	globe	11.5	7.3	8.34	2	ball		scene_draft1		12769	{ "do": "reload", "view": "browse", "folder": "" }
1789498983.540	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		12779	{ "key": "7", "slot": -2 }
1789498983.952	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		13190	{ "key": "6", "slot": -1 }
1789498984.251	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		13490	{ "key": "0", "slot": 0 }
1789498984.785	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		14023	{ "key": "12", "slot": 1 }
1789498985.174	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		14412	{ "key": "9", "slot": 4 }
1789498985.686	folder	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		14924	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498985.686	intent	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		14924	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789498985.696	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		14935	{ "key": "28", "slot": -1 }
1789498986.408	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		15646	{ "key": "10", "slot": 1 }
1789498986.718	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		15957	{ "key": "27", "slot": 0 }
1789498987.718	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		16957	{ "key": "14", "slot": 5 }
1789498987.785	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft1		17024	{ "key": "10", "slot": 1 }
1789498989.208	folder	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft1		18447	{ "folder": "drafts", "view": "browse", "items": 2 }
1789498989.208	intent	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft1		18447	{ "do": "reload", "view": "browse", "folder": "drafts" }
1789498989.219	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft1		18457	{ "key": "9", "slot": -2 }
1789498989.852	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft1		19091	{ "key": "10", "slot": 1 }
1789498993.430	select	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft1	да	22669	{ "do": "default", "view": "browse", "folder": "drafts", "item": "scene_draft1", "title": "Набросок моста" }
1789498993.431	toggle	globe	11.5	7.3	8.34	2	ball	drafts				{ "open": false }
1789498995.064	задание	globe	11.5	7.3	8.34	2	ball	drafts	asset_bridge			
1789498995.987	folder	globe	11.5	7.3	8.34	2	ball	drafts	asset_bridge		923	{ "folder": "drafts", "view": "browse", "items": 2 }
1789498995.987	toggle	globe	11.5	7.3	8.34	2	ball	drafts	asset_bridge		923	{ "open": true }
1789498995.998	active	globe	11.5	7.3	8.34	2	ball	drafts	asset_bridge		934	{ "key": "9", "slot": 0 }
1789498996.564	active	globe	11.5	7.3	8.34	2	ball	drafts	asset_bridge		1500	{ "key": "11", "slot": -1 }
1789498997.042	folder	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		1978	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498997.042	intent	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		1979	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789498997.053	active	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		1989	{ "key": "29", "slot": -2 }
1789498997.408	active	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		2345	{ "key": "28", "slot": -1 }
1789498997.731	active	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		2667	{ "key": "27", "slot": 0 }
1789498999.253	active	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		4189	{ "key": "10", "slot": 1 }
1789499000.153	active	globe	11.5	7.3	8.34	2	ball	scenes	asset_bridge		5089	{ "key": "28", "slot": -1 }
1789499000.609	folder	globe	11.5	7.3	8.34	2	ball		asset_bridge		5545	{ "folder": "", "view": "browse", "items": 5 }
1789499000.609	intent	globe	11.5	7.3	8.34	2	ball		asset_bridge		5546	{ "do": "reload", "view": "browse", "folder": "" }
1789499000.619	active	globe	11.5	7.3	8.34	2	ball		asset_bridge		5556	{ "key": "9", "slot": 4 }
1789499001.242	active	globe	11.5	7.3	8.34	2	ball		asset_bridge		6178	{ "key": "0", "slot": 0 }
1789499002.065	folder	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		7001	{ "folder": "assets", "view": "browse", "items": 7 }
1789499002.065	intent	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		7002	{ "do": "reload", "view": "browse", "folder": "assets" }
1789499002.075	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		7012	{ "key": "6", "slot": 4 }
1789499002.709	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		7645	{ "key": "0", "slot": 0 }
1789499003.364	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		8301	{ "key": "3", "slot": 2 }
1789499003.465	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		8401	{ "key": "12", "slot": 1 }
1789499003.998	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		8934	{ "key": "15", "slot": 6 }
1789499004.442	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		9378	{ "key": "12", "slot": 1 }
1789499005.453	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		10390	{ "key": "0", "slot": 0 }
1789499005.753	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		10690	{ "key": "6", "slot": 4 }
1789499005.898	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		10834	{ "key": "0", "slot": 0 }
1789499005.976	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		10912	{ "key": "6", "slot": 4 }
1789499006.642	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		11579	{ "key": "0", "slot": 0 }
1789499006.831	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		11768	{ "key": "12", "slot": 1 }
1789499007.353	active	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge		12290	{ "key": "13", "slot": 5 }
1789499007.965	select	globe	11.5	7.3	8.34	2	ball	assets	asset_bridge	да	12901	{ "do": "default", "view": "browse", "folder": "assets", "item": "asset_bridge", "title": "Мост" }
1789499007.965	toggle	globe	11.5	7.3	8.34	2	ball	assets				{ "open": false }
1789499009.476	задание	globe	11.5	7.3	8.34	2	ball	assets	scene_forest			
1789499010.288	folder	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		812	{ "folder": "assets", "view": "browse", "items": 7 }
1789499010.288	toggle	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		812	{ "open": true }
1789499010.298	active	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		823	{ "key": "12", "slot": -2 }
1789499010.698	active	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		1222	{ "key": "13", "slot": 2 }
1789499011.076	active	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		1600	{ "key": "24", "slot": 0 }
1789499011.654	active	globe	11.5	7.3	8.34	2	ball	assets	scene_forest		2178	{ "key": "25", "slot": -1 }
1789499012.154	folder	globe	11.5	7.3	8.34	2	ball		scene_forest		2679	{ "folder": "", "view": "browse", "items": 5 }
1789499012.154	intent	globe	11.5	7.3	8.34	2	ball		scene_forest		2679	{ "do": "reload", "view": "browse", "folder": "" }
1789499012.165	active	globe	11.5	7.3	8.34	2	ball		scene_forest		2689	{ "key": "11", "slot": -2 }
1789499013.265	active	globe	11.5	7.3	8.34	2	ball		scene_forest		3789	{ "key": "9", "slot": 4 }
1789499013.843	folder	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		4368	{ "folder": "scenes", "view": "browse", "items": 7 }
1789499013.843	intent	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		4368	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789499013.854	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		4378	{ "key": "28", "slot": -1 }
1789499014.610	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		5134	{ "key": "10", "slot": 1 }
1789499015.287	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		5812	{ "key": "27", "slot": 0 }
1789499015.554	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		6078	{ "key": "26", "slot": 3 }
1789499015.754	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest		6278	{ "key": "25", "slot": 4 }
1789499016.299	select	globe	11.5	7.3	8.34	2	ball	scenes	scene_forest	да	6823	{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_forest", "title": "Лес" }
1789499016.299	toggle	globe	11.5	7.3	8.34	2	ball	scenes				{ "open": false }
1789499017.410	задание	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean			
1789499018.411	folder	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		1000	{ "folder": "scenes", "view": "browse", "items": 7 }
1789499018.411	toggle	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		1000	{ "open": true }
1789499018.421	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		1011	{ "key": "28", "slot": -2 }
1789499018.988	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		1577	{ "key": "10", "slot": 4 }
1789499019.532	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		2122	{ "key": "14", "slot": 0 }
1789499019.910	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		2499	{ "key": "25", "slot": 5 }
1789499020.532	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		3122	{ "key": "13", "slot": 1 }
1789499020.943	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		3533	{ "key": "14", "slot": 0 }
1789499021.066	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		3655	{ "key": "9", "slot": 3 }
1789499021.532	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		4122	{ "key": "14", "slot": 0 }
1789499022.488	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		5077	{ "key": "12", "slot": 2 }
1789499022.721	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		5311	{ "key": "14", "slot": 0 }
1789499023.010	active	globe	11.5	7.3	8.34	2	ball	scenes	img_ocean		5600	{ "key": "27", "slot": -1 }
1789499023.822	folder	globe	11.5	7.3	8.34	2	ball		img_ocean		6411	{ "folder": "", "view": "browse", "items": 5 }
1789499023.822	intent	globe	11.5	7.3	8.34	2	ball		img_ocean		6411	{ "do": "reload", "view": "browse", "folder": "" }
1789499023.832	active	globe	11.5	7.3	8.34	2	ball		img_ocean		6422	{ "key": "12", "slot": 1 }
1789499024.366	active	globe	11.5	7.3	8.34	2	ball		img_ocean		6955	{ "key": "0", "slot": 0 }
1789499024.988	active	globe	11.5	7.3	8.34	2	ball		img_ocean		7578	{ "key": "12", "slot": 1 }
1789499025.466	folder	globe	11.5	7.3	8.34	2	ball	images	img_ocean		8056	{ "folder": "images", "view": "browse", "items": 7 }
1789499025.467	intent	globe	11.5	7.3	8.34	2	ball	images	img_ocean		8056	{ "do": "reload", "view": "browse", "folder": "images" }
1789499025.477	active	globe	11.5	7.3	8.34	2	ball	images	img_ocean		8067	{ "key": "38", "slot": -2 }
1789499025.844	active	globe	11.5	7.3	8.34	2	ball	images	img_ocean		8433	{ "key": "24", "slot": 6 }
1789499026.077	active	globe	11.5	7.3	8.34	2	ball	images	img_ocean		8667	{ "key": "13", "slot": 1 }
1789499026.477	active	globe	11.5	7.3	8.34	2	ball	images	img_ocean		9067	{ "key": "12", "slot": 0 }
1789499027.600	active	globe	11.5	7.3	8.34	2	ball	images	img_ocean		10189	{ "key": "0", "slot": 4 }
1789499028.311	select	globe	11.5	7.3	8.34	2	ball	images	img_ocean	да	10900	{ "do": "default", "view": "browse", "folder": "images", "item": "img_ocean", "title": "Океан" }
1789499030.011	задание	globe	11.5	7.3	8.34	2	ball	images	img_sketch			
1789499030.744	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		733	{ "key": "12", "slot": 0 }
1789499031.433	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		1423	{ "key": "13", "slot": 1 }
1789499031.989	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		1978	{ "key": "14", "slot": 5 }
1789499032.155	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		2145	{ "key": "12", "slot": 0 }
1789499032.200	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		2189	{ "key": "9", "slot": -1 }
1789499032.800	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		2789	{ "key": "12", "slot": 0 }
1789499033.855	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		3845	{ "key": "13", "slot": 1 }
1789499033.944	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		3934	{ "key": "15", "slot": 2 }
1789499034.711	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		4700	{ "key": "12", "slot": 0 }
1789499035.211	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		5201	{ "key": "9", "slot": -1 }
1789499035.378	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		5367	{ "key": "14", "slot": 5 }
1789499035.456	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		5445	{ "key": "13", "slot": 1 }
1789499035.722	active	globe	11.5	7.3	8.34	2	ball	images	img_sketch		5712	{ "key": "24", "slot": 6 }
1789499036.667	select	globe	11.5	7.3	8.34	2	ball	images	img_sketch	да	6656	{ "do": "default", "view": "browse", "folder": "images", "item": "img_sketch", "title": "Эскиз замка" }
1789499037.589	задание	globe	11.5	7.3	8.34	2	ball	images	img_stone			
1789499038.412	active	globe	11.5	7.3	8.34	2	ball	images	img_stone		822	{ "key": "12", "slot": 0 }
1789499039.078	active	globe	11.5	7.3	8.34	2	ball	images	img_stone		1489	{ "key": "14", "slot": 5 }
1789499039.912	select	globe	11.5	7.3	8.34	2	ball	images	img_stone	да	2322	{ "do": "default", "view": "browse", "folder": "images", "item": "img_stone", "title": "Текстура камня" }
1789499040.956	задание	globe	11.5	7.3	8.34	2	ball	images	logic_quest			
1789499042.301	active	globe	11.5	7.3	8.34	2	ball	images	logic_quest		1345	{ "key": "9", "slot": -1 }
1789499042.823	folder	globe	11.5	7.3	8.34	2	ball		logic_quest		1868	{ "folder": "", "view": "browse", "items": 5 }
1789499042.824	intent	globe	11.5	7.3	8.34	2	ball		logic_quest		1868	{ "do": "reload", "view": "browse", "folder": "" }
1789499042.834	active	globe	11.5	7.3	8.34	2	ball		logic_quest		1878	{ "key": "7", "slot": -2 }
1789499043.278	active	globe	11.5	7.3	8.34	2	ball		logic_quest		2323	{ "key": "8", "slot": -2 }
1789499043.345	active	globe	11.5	7.3	8.34	2	ball		logic_quest		2390	{ "key": "6", "slot": -1 }
1789499043.567	active	globe	11.5	7.3	8.34	2	ball		logic_quest		2612	{ "key": "0", "slot": 0 }
1789499044.268	active	globe	11.5	7.3	8.34	2	ball		logic_quest		3312	{ "key": "3", "slot": 2 }
1789499044.668	folder	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		3712	{ "folder": "logic", "view": "browse", "items": 5 }
1789499044.668	intent	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		3713	{ "do": "reload", "view": "browse", "folder": "logic" }
1789499044.678	active	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		3723	{ "key": "3", "slot": -1 }
1789499045.190	active	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		4234	{ "key": "1", "slot": 0 }
1789499045.812	active	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		4857	{ "key": "6", "slot": 2 }
1789499046.468	active	globe	11.5	7.3	8.34	2	ball	logic	logic_quest		5512	{ "key": "0", "slot": 3 }
1789499046.990	select	globe	11.5	7.3	8.34	2	ball	logic	logic_quest	да	6035	{ "do": "default", "view": "browse", "folder": "logic", "item": "logic_quest", "title": "Квест" }
1789499046.990	toggle	globe	11.5	7.3	8.34	2	ball	logic				{ "open": false }
1789499048.012	задание	globe	11.5	7.3	8.34	2	ball	logic	img_map			
1789499049.724	folder	globe	11.5	7.3	8.34	2	ball	logic	img_map		1712	{ "folder": "logic", "view": "browse", "items": 5 }
1789499049.724	toggle	globe	11.5	7.3	8.34	2	ball	logic	img_map		1712	{ "open": true }
1789499049.735	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		1723	{ "key": "0", "slot": 3 }
1789499050.168	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		2155	{ "key": "1", "slot": 0 }
1789499050.435	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		2422	{ "key": "8", "slot": 1 }
1789499050.790	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		2778	{ "key": "1", "slot": 0 }
1789499051.046	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		3033	{ "key": "0", "slot": 3 }
1789499051.123	toggle	globe	11.5	7.3	8.34	2	ball	logic	img_map		3111	{ "open": false }
1789499051.824	folder	globe	11.5	7.3	8.34	2	ball	logic	img_map		3811	{ "folder": "logic", "view": "browse", "items": 5 }
1789499051.824	toggle	globe	11.5	7.3	8.34	2	ball	logic	img_map		3812	{ "open": true }
1789499051.835	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		3822	{ "key": "1", "slot": 3 }
1789499052.790	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		4778	{ "key": "0", "slot": 0 }
1789499053.746	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		5733	{ "key": "9", "slot": -1 }
1789499054.135	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		6122	{ "key": "0", "slot": 0 }
1789499054.668	active	globe	11.5	7.3	8.34	2	ball	logic	img_map		6656	{ "key": "9", "slot": -1 }
1789499055.024	folder	globe	11.5	7.3	8.34	2	ball		img_map		7012	{ "folder": "", "view": "browse", "items": 5 }
1789499055.024	intent	globe	11.5	7.3	8.34	2	ball		img_map		7012	{ "do": "reload", "view": "browse", "folder": "" }
1789499055.035	active	globe	11.5	7.3	8.34	2	ball		img_map		7022	{ "key": "9", "slot": 4 }
1789499055.402	active	globe	11.5	7.3	8.34	2	ball		img_map		7389	{ "key": "0", "slot": 0 }
1789499056.302	active	globe	11.5	7.3	8.34	2	ball		img_map		8289	{ "key": "12", "slot": 1 }
1789499056.758	folder	globe	11.5	7.3	8.34	2	ball	images	img_map		8745	{ "folder": "images", "view": "browse", "items": 7 }
1789499056.758	intent	globe	11.5	7.3	8.34	2	ball	images	img_map		8745	{ "do": "reload", "view": "browse", "folder": "images" }
1789499056.769	active	globe	11.5	7.3	8.34	2	ball	images	img_map		8756	{ "key": "25", "slot": -2 }
1789499056.957	active	globe	11.5	7.3	8.34	2	ball	images	img_map		8945	{ "key": "24", "slot": 6 }
1789499057.179	active	globe	11.5	7.3	8.34	2	ball	images	img_map		9167	{ "key": "13", "slot": 1 }
1789499057.435	active	globe	11.5	7.3	8.34	2	ball	images	img_map		9422	{ "key": "12", "slot": 0 }
1789499057.857	active	globe	11.5	7.3	8.34	2	ball	images	img_map		9845	{ "key": "3", "slot": 3 }
1789499058.246	active	globe	11.5	7.3	8.34	2	ball	images	img_map		10234	{ "key": "0", "slot": 4 }
1789499058.435	active	globe	11.5	7.3	8.34	2	ball	images	img_map		10423	{ "key": "12", "slot": 0 }
1789499058.658	active	globe	11.5	7.3	8.34	2	ball	images	img_map		10645	{ "key": "13", "slot": 1 }
1789499059.291	active	globe	11.5	7.3	8.34	2	ball	images	img_map		11278	{ "key": "14", "slot": 5 }
1789499059.857	select	globe	11.5	7.3	8.34	2	ball	images	img_map	да	11845	{ "do": "default", "view": "browse", "folder": "images", "item": "img_map", "title": "Карта" }
1789499063.192	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789499063.192	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789499066.069	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789499067.636	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789499067.637	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
